Nota;Fecha;Medio;Tema;Subtema;Sub-subtema;Link
MiBici extiende su horario de operación;13/01/2021;NTRGuadalajara;Bicicleta;Bici pública;Servicio;https://www.ntrguadalajara.com/post.php?id_nota=160793
Ciclistas piden mantenimiento de Ciclovía de Dr. Pérez Arce;14/01/2021;Milenio;Bicicleta;Ciclovía;Mantenimiento;https://www.milenio.com/politica/comunidad/jalisco-ciclistas-piden-mantenimiento-ciclovia-dr-perez-arce
Más obras en ciclovía de Ávila Camacho pone en riesgo a ciclistas;15/01/2021;Notisistema;Bicicleta;Ciclovía;Infraestructura;https://www.notisistema.com/noticias/mas-obras-en-ciclovia-de-avila-camacho-pone-en-riesgo-a-ciclistas/
Afecta pandemia viajes a través de MiBici;22/01/2021;Notisistema;Bicicleta;Bici pública;COVID 19;https://www.notisistema.com/noticias/afecta-pandemia-viajes-a-traves-de-mibici/
Circulaba con 'Su Bici';23/01/2021;Mural;Bicicleta;Bici pública;Varios;https://www.mural.com.mx/circulaba-con-su-bici/ar2111285?v=5
Próxima semana arranca instalación de ciclovía de 6.4 kilómetros en calle Gigantes;27/01/2021;UDGTV;Bicicleta;Ciclovías;Infraestructura;https://udgtv.com/noticias/proxima-semana-arranca-instalacion-ciclovia-6-4-kilometros-calle-gigantes/
Ciclovía de 8 de Julio divide opiniones entre ciudadanía;28/01/2021;Milenio;Bicicleta;Ciclovías;Infraestructura;https://www.milenio.com/politica/comunidad/jalisco-ciclovia-8-julio-divide-opiniones-ciudadania
Piden a autoridades poner orden en las ciclovías de las calles 32 y 34;28/01/2021;Notisistema;Bicicleta;Ciclovías;Varios;https://www.notisistema.com/noticias/piden-a-autoridades-poner-orden-en-las-ciclovias-de-las-calles-32-y-34/
Surgen inconformidades entre vecinos de calle Gigantes por ciclovía;28/01/2021;Notisistema;Bicicleta;Ciclovías;Inconformidades;https://www.notisistema.com/noticias/1222126-2/
Continúan trabajos en la ciclovía de Avenida Guadalupe;29/01/2021;Lider 919;Bicicleta;Ciclovías;Infraestructura;https://lider919.com/continuan-trabajos-en-la-ciclovia-de-avenida-guadalupe
Cambios de anchura en la calle Gigantes complican instalación de ciclovía;29/01/2021;Notisistema;Bicicleta;Ciclovías;Infraestructura;https://www.notisistema.com/noticias/cambios-de-anchura-de-gigantes-complicacion-para-instalar-ciclovia-en-gigantes/
No se afectarán carriles de estacionamiento con ciclovía en Gigantes, advierten autoridades;29/01/2021;Notisistema;Bicicleta;Ciclovías;Infraestructura;https://www.notisistema.com/noticias/no-se-afectaran-carriles-de-estacionamiento-con-ciclovia-en-gigantes-advierten-autoridades/
Vecinos aseguran que circulan más ciclistas por Javier Mina que por Gigantes;29/01/2021;Notisistema;Bicicleta;Ciclovías;Infraestructura;https://www.notisistema.com/noticias/vecinos-aseguran-que-circulan-mas-ciclistas-por-javier-mina-que-por-gigantes/
Realizan obras complementarias en ciclovía de Av. Guadalupe en Zapopan;29/01/2021;UDGTV;Bicicleta;Ciclovías;Infraestructura;https://udgtv.com/noticias/realizan-obras-complementarias-ciclovia-av-guadalupe-zapopan/
Comenzó la segunda etapa de obras en los 4.2 kilómetros de la ciclovía de la avenida Guadalupe;31/01/2021;Cronica Jalisco;Bicicleta;Ciclovías;Infraestructura;https://www.cronicajalisco.com/notas-comenzo_la_segunda_etapa_de_obras_en_los_42_kilometros_de_la_ciclovia_de_la_avenida_guadalupe-106273-2021
Este mes concluye ciclovía de Federalismo;02/02/2021;El Occidental;Bicicleta;Ciclovías;Infraestructura;https://www.eloccidental.com.mx/local/noticias-obras-este-mes-concluye-ciclovia-de-federalismo-6315997.html
Ubican las zonas de riesgo para ciclistas;02/02/2021;Mural;Bicicleta;Inseguridad;Acciones;https://www.mural.com.mx/ubican-las-zonas-de-riesgo-para-ciclistas/ar2117677?v=4
Por fin aparecen mantas de información sobre la ciclovía de Gigantes;02/02/2021;Notisistema;Bicicleta;Ciclovías;Socialización;https://www.notisistema.com/noticias/por-fin-aparecen-mantas-de-informacion-sobre-la-ciclovia-de-gigantes/
Piden consulta pública sobre ciclovía en la calle Gigantes;02/02/2021;Notisistema;Bicicleta;Ciclovías;Consulta;https://www.notisistema.com/noticias/piden-consulta-publica-sobre-ciclovia-en-la-calle-gigantes/
Segregarán carril de Hidalgo para ciclistas y transporte público ;03/02/2021;Trafico ZMG;Bicicleta;Ciclovías;Infraestructura;https://traficozmg.com/2021/02/segregaran-carril-de-hidalgo-para-ciclistas-y-transporte-publico/
Grupos ciclistas avalan la nueva ciclovía en la calle Gigantes;04/02/2021;Cronica Jalisco;Bicicleta;Ciclovías;Infraestructura;https://www.cronicajalisco.com/notas-grupos_ciclistas_avalan_la_nueva_ciclovia_en_la_calle_gigantes-106374-2021
Piden ciclistas aprovechar intervención en carretera a Chapala para construir una cicloví;04/02/2021;Notisistema;Bicicleta;Ciclovías;Infraestructura;https://www.notisistema.com/noticias/piden-ciclistas-aprovechar-intervencion-en-carretera-a-chapala-para-construir-una-ciclovia/
Empieza a tomar forma la ciclovía de la calle Gigantes;04/02/2021;Notisistema;Bicicleta;Ciclovías;Infraestructura;https://www.notisistema.com/noticias/empieza-a-tomar-forma-la-ciclovia-de-la-calle-gigantes/
Voces a favor de crear un carril exclusivo en Hidalgo para bicis y trolebuses;04/02/2021;Notisistema;Bicicleta;Ciclovías;Infraestructura;https://www.notisistema.com/noticias/voces-a-favor-de-crear-un-carril-exclusivo-en-hidalgo-para-bicis-y-trolebuses/
Piden no imponer ciclovía en Gigantes;04/02/2021;NTRGuadalajara;Bicicleta;Ciclovías;Socialización;https://www.ntrguadalajara.com/post.php?id_nota=161893
Respaldan grupos ciclistas la nueva ciclovía de 6.4 kilómetros en la calle Gigantes;04/02/2021;UDGTV;Bicicleta;Ciclovías;Infraestructura;https://udgtv.com/noticias/respaldan-grupos-ciclistas-la-nueva-ciclovia-6-4-kilometros-la-calle-gigantes/
Rodarán ciclistas para exigir seguridad y justicia;05/02/2021;EL Occidental;Bicicleta;Inseguridad;Acciones;https://www.eloccidental.com.mx/local/noticias-rodaran-ciclistas-para-exigir-seguridad-y-justicia-6329557.html
Buscará Gustavo Flores, efectuar consulta ciudadana sobre la ciclovía de Gigantes;05/02/2021;Lider 919;Bicicleta;Ciclovías;Consulta;https://lider919.com/buscara-gustavo-flores-efectuar-consulta-ciudadana-sobre-la-ciclovia-de-gigantes
Ciclistas señalan falta de señalética y cultura vial en ciclovía de calle Gigantes;05/02/2021;UDGTV;Bicicleta;Ciclovías;Cultura vial;https://udgtv.com/noticias/ciclistas-senalan-falta-senaletica-cultura-vial-ciclovia-calle-gigantes/
Ciclistas señalan falta de señalética y cultura vial en ciclovía de calle Gigantes;06/02/2021;Canal 44;Bicicleta;Ciclovías;Infraestructura;https://www.youtube.com/watch?v=V6u2cbziQnU
Crece robo y asalto a ciclistas por ello convocan a una “Rodada por la Seguridad”;06/02/2021;Canal 44;Bicicleta;Inseguridad;Manifestación;https://www.youtube.com/watch?v=2NG6135j_QY
Vecinos de la calle Gigantes se manifiestan, están en contra de Ciclovía;06/02/2021;Milenio;Bicicleta;Ciclovías;No a la ciclovía;https://www.milenio.com/politica/comunidad/guadalajara-vecinos-de-la-calle-gigantes-en-contra-de-ciclovia
Ciclistas denuncian surgimiento de bandas especializadas en robo de bicicletas;07/02/2021;Cronica Jalisco;Bicicleta;Inseguridad;Acciones;https://www.cronicajalisco.com/notas-ya_van_54_asaltos_a_ciclistas_tan_solo_en_enero_por_ello_realizan_rodada_por_la_seguridad-106411-2021
A pesar de pandemia, MiBici suma 74 al día;09/02/2021;El informador;Bicicleta;Bici pública;COVID 19;https://www.informador.mx/jalisco/A-pesar-de-pandemia-MiBici-suma-74-al-dia-20210209-0017.html
Inicia la disputa de la calle Gigantes: ciclovía o autos estacionados;09/02/2021;Notisistema;Bicicleta;Ciclovías;Invasión;https://www.notisistema.com/noticias/inicia-la-disputa-de-la-calle-gigantes-o-ciclovia-o-autos-estacionados/
Modificarán seis estaciones de MiBici en Zapopan;10/02/2021;El informador;Bicicleta;Bici pública;Infraestructura;https://www.informador.mx/jalisco/MiBici-Modificaran-seis-estaciones-en-Zapopan-20210210-0132.html
Con ciclovía, cientos transitan con seguridad al oriente de Guadalajara;10/02/2021;El informador;Bicicleta;Ciclovías;Servicio;https://www.informador.mx/jalisco/Movilidad-en-Guadalajara-Con-ciclovia-cientos-transitan-con-seguridad-al-oriente-de-la-cuidad-20210210-0104.html
Regresa la Vía RecreActiva a la ciudad;13/02/2021;Trafico ZMG;Bicicleta;Vía recreactiva;COVID 19;https://traficozmg.com/2021/02/regresa-la-via-recreactiva-a-la-ciudad/?fbclid=IwAR0vmuFSprjXvxbfh_kNmAQHzZvV3I6HnpoPyG8nFNaa4HVCY1u7Lbm9U_s
Ciudadanos tapatíos felices con el regreso de la Vía Recretactiva;14/02/2021;Milenio;Bicicleta;Vía recreactiva;Servicio;https://www.milenio.com/politica/comunidad/guadalajara-ciudadanos-felices-regreso-via-recretactiva
Se disputa cada pedazo de la ciclovía de Gigantes;16/02/2021;Notisistema;Bicicleta;Ciclovías;Conflictividad;https://www.notisistema.com/noticias/se-disputa-cada-pedazo-de-la-ciclovia-de-gigantes/
Ciclovía en Gigantes, casi lista;17/02/2021;NTRGuadalajara;Bicicleta;Ciclovías;Infraestructura;https://www.ntrguadalajara.com/post.php?id_nota=162470
Denuncian daños al arbolado para construir ciclovía en Prolongación Mariano Otero;18/02/2021;Notisistema;Bicicleta;Ciclovías;Varios;https://www.notisistema.com/noticias/denuncian-danos-al-arbolado-para-construir-ciclovia-en-prolongacion-mariano-otero/
Divide de opiniones la ciclovía de la calle Gigantes;22/02/2021;Notisistema;Bicicleta;Ciclovías;Infraestructura;https://www.notisistema.com/noticias/divide-de-opiniones-la-ciclovia-de-la-calle-gigantes/
Sortea obstáculos la ciclovía de la calle Gigantes;25/02/2021;Notisistema;Bicicleta;Ciclovías;Invasión;https://www.notisistema.com/noticias/sortea-obstaculos-la-ciclovia-de-la-calle-gigantes/
Inicia construcción de ciclovía en avenida Malecón;25/02/2021;Notisistema;Bicicleta;Ciclovías;Infraestructura;https://www.notisistema.com/noticias/inicia-construccion-de-ciclovia-en-avenida-malecon/
Erosionan Bosque La Primavera ciclistas y no pagan;26/02/2021;Mural;Bicicleta;Espacio público;Varios;https://www.mural.com.mx/erosionan-bosque-la-primavera-ciclistas-y-no-pagan/ar2132827?v=2
Defienden ciclistas rutas en Bosque La Primavera;27/02/2021;Mural;Bicicleta;Espacio público;Varios;https://www.mural.com.mx/defienden-ciclistas-rutas-en-bosque-la-primavera/ar2133705?v=3
Actividad física toma los espacios del parque Rojo, tras dejar atrás restricciones por la pandemia;28/02/2021;Cronica Jalisco;Bicicleta;Vía recreactiva;COVID 19;https://www.cronicajalisco.com/notas-video_actividad_fisica_toma_los_espacios_del_parque_rojo_tras_dejar_atras_restricciones_por_la_pandemia-106896-2021
Son irregulares 80% de rutas ciclistas en La Primavera;28/02/2021;Mural;Bicicleta;Espacio público;Varios;https://www.mural.com.mx/son-irregulares-80-de-rutas-ciclistas-en-la-primavera/ar2134071
"Vía RecreActiva atrae de nuevo a miles de paseantes; parque Rojo, epicentro de la actividad física";01/03/2021;Canal 44;Bicicleta;Vía recreactiva;COVID 19;https://www.youtube.com/watch?v=Eq2g6kXJwC4
Aceleran erosión en La Primavera;01/03/2021;Mural;Bicicleta;Espacio público;Varios;https://www.mural.com.mx/aceleran-erosion-en-la-primavera/ar2134507
Complican obstáculos la circulación de la nueva ciclovía;01/03/2021;Tribunal bahia;Bicicleta;Ciclovías;Invasión;https://tribunadelabahia.com.mx/noticias/puerto-vallarta/complican-obstaculos-la-circulacion-de-la-nueva-ciclovia-43626
Ciclovia de Guadalupe avanza al 60%;04/03/2021;Meganoticias;Bicicleta;Ciclovías;Infraestructura;https://www.meganoticias.mx/guadalajara/noticia/ciclovia-de-guadalupe-avanza-al-60/225257
En Guadalajara se queda sin vía recreativa y en Zapopan se instaló con todas las medidas sanitarias;15/03/2021;Canal 44;Bicicleta;Vía recreactiva;COVID 19;https://www.youtube.com/watch?v=1gQzf67nJX4
Ignoran medidas en la Vía RecreActiva;16/03/2021;NTRGuadalajara;Bicicleta;Vía recreactiva;COVID 19;https://www.ntrguadalajara.com/post.php?id_nota=163682
Gobierno, imposibilitado de castigar a ciclistas que incumplen norma;31/03/2021;El informador;Bicicleta;Educación vial;Inseguridad vial;https://www.informador.mx/jalisco/Gobierno-imposibilitado-de-castigar-a-ciclistas-que-incumplen-norma--20210331-0017.html
Movilidad en Jalisco: Implementarán biciescuelas en la ZMG;31/03/2021;EL informador;Bicicleta;Educación vial;Biciescuela;https://www.informador.mx/jalisco/Movilidad-en-Jalisco-Implementaran-biciescuelas-en-la-ZMG--20210331-0104.html
Suspenden Vía y cierran unidades por Alerta;04/04/2021;NTRGuadalajara;Bicicleta;Vía recreactiva;Contaminación ;https://www.ntrguadalajara.com/post.php?id_nota=164508
Vecinos de Camichines se oponen a ciclovía;08/04/2021;Notisistema;Bicicleta;Ciclovía;Rechazo;https://www.notisistema.com/noticias/vecinos-de-camichines-se-oponen-a-ciclovia/
Ameca invita a recorridos y rodadas en bici;09/04/2021;Milenio;Bicicleta;Recorridos;Varios;https://www.milenio.com/politica/comunidad/recorridos-en-bicicleta-se-realizan-en-ameca-jalisco
Antes de ciclovías que pongan servicios, exigen vecinos;09/04/2021;Notisistema;Bicicleta;Ciclovía;Rechazo;https://www.notisistema.com/noticias/antes-de-ciclovias-que-pongan-servicios-exigen-vecinos/
Cinco tips para evitar que te roben tu bicicleta;12/04/2021;Mural;Bicicleta;Seguridad vial;Varios;https://www.mural.com.mx/cinco-tips-para-evitar-que-te-roben-tu-bicicleta/ar2161486
Filtros de Vía RecreActiva, con pendientes en Zapopan;18/04/2021;NTRGuadalajara;Bicicleta;Vía recreactiva;COVID 19;https://www.ntrguadalajara.com/post.php?id_nota=165149
Falta mayor conciencia y respeto sobre el uso de las ciclovías en Puerto Vallarta, acusan ciclistas;20/04/2021;Canal 44;Bicicleta;Ciclovía;Cultura vial;https://www.youtube.com/watch?v=m7QIv5QYiq4
Vecinos de Providencia rechazan bicipuerto en Ontario y Manuel Acuña;24/04/2021;Notisistema;Bicicleta;Bici pública;Infraestructura;https://www.notisistema.com/noticias/vecinos-de-providencia-rechazan-bicipuerto-en-ontario-y-manuel-acuna/
Ciclopuerto en Providencia sí fue socializado: Agencia Metropolitana para la Movilidad;27/04/2021;Notisistema;Bicicleta;Bici pública;Infraestructura;https://www.notisistema.com/noticias/ciclopuerto-en-providencia-si-fue-socializado-agencia-metropolitana-para-la-movilidad/
Piden terminar ciclovía de camino al ITESO;29/04/2021;Meganoticias;Bicicleta;Ciclovía;Infraestructura;https://www.meganoticias.mx/guadalajara/noticia/piden-terminar-ciclovia-de-camino-al-iteso/239183
Presentan nueva app del sistema MiBici;29/04/2021;NTRGuadalajara;Bicicleta;Bici pública;Servicio;https://www.ntrguadalajara.com/post.php?id_nota=165613
Ciclovía en Tetlán genera problemas de movilidad;29/04/2021;Pagina 24;Bicicleta;Ciclovía;Oposición;https://pagina24jalisco.com.mx/2021/04/29/local/ciclovia-en-tetlan-genera-problemas-de-movilidad/
Instalan bicipuerto sin decir “agua va”;30/04/2021;Pagina 24;Bicicleta;Bici pública;Infraestructura;https://pagina24jalisco.com.mx/2021/04/30/local/instalan-bicipuerto-sin-decir-agua-va/
Por alerta atmosférica no hubo Vía RecreActiva y piden evitar actividades al aire libre;09/05/2021;Milenio;Bicicleta;Vía recreactiva;Contaminación;https://www.milenio.com/politica/comunidad/alerta-atmosferica-via-recreactiva-piden-evitar-actividades
Postes de luz invaden ciclovía en Zapopan;12/05/2021;Notisistema;Bicicleta;Ciclovía;Infraestructura;https://www.notisistema.com/noticias/postes-de-luz-invaden-ciclovia-en-zapopan/
Rechazan ciclistas de San Juan Cosalá cambios en ciclovía para sacarla de carretera a Chapala;13/05/2021;Lider 919;Bicicleta;Ciclovía;Infraestructura;https://lider919.com/rechazan-ciclistas-de-san-juan-cosala-cambios-en-ciclovia-para-sacarla-de-carretera-a-chapala
Frenan construcción de ciclovía en San Juan Cosalá para socializar obra, ante protesta;14/05/2021;Lider 919;Bicicleta;Ciclovía;Infraestructura;https://lider919.com/frenan-construccion-de-ciclovia-en-san-juan-cosala-para-socializar-obra-ante-protesta
Con un nuevo diseño ergonómico, MiBici tiene 275 nuevas unidades;19/05/2021;Trafico ZMG;Bicicleta;Bici pública;Equipamiento;https://traficozmg.com/2021/05/con-un-nuevo-diseno-ergonomico-mibici-tiene-275-nuevas-unidades/
Supervisan ampliaciones del sistema «Mi Bici Pública»;21/05/2021;Lider 919;Bicicleta;Bici pública;Equipamiento;https://lider919.com/supervisan-ampliaciones-del-sistema-mi-bici-publica
Consideran confusa la señalética de la ciclovía de avenida Federalismo;21/05/2021;Notisistema;Bicicleta;Ciclovía;Infraestructura;https://www.notisistema.com/noticias/consideran-confusa-la-senaletica-de-la-ciclovia-de-avenida-federalismo/
Presentan iniciativa para obligar a ciclistas a respetar sentido en ciclovías;26/05/2021;El Informador;Bicicleta;Ley movilidad;Seguridad vial;https://www.informador.mx/jalisco/Presentan-iniciativa-para-obligar-a-ciclistas-a-respetar-sentido-en-ciclovias-20210526-0108.html
Ciclovía de avenida Guadalupe sigue causando polémica;27/05/2021;Milenio;Bicicleta;Ciclovía;Varios;https://www.milenio.com/politica/comunidad/ciclovia-avenida-guadalupe-enfrenta-ciclistas-automovilistas
Busca Lomelí someter a consulta permanencia de ciclovías;29/05/2021;Meganoticias;Bicicleta;Ciclovía;Varios;https://www.meganoticias.mx/guadalajara/noticia/busca-lomeli-someter-a-consulta-permanencia-de-ciclovias/246376
Exigen seguridad en ciclovía de Mariano Otero;31/05/2021;El occidental;Bicicleta;Bicicleta;Seguridad   ;https://www.eloccidental.com.mx/local/noticias-vialidad-exigen-seguridad-en-ciclovia-de-mariano-otero-6784211.html
Detrás del robo de bicicletas hay un mercado negro que opera en varias ciudades;31/05/2021;Notisistema;Bicicleta;Bicicleta;Seguridad   ;https://www.notisistema.com/noticias/detras-del-robo-de-bicicletas-hay-un-mercado-negro-que-opera-en-varias-ciudades/
Pide la CEDHJ a Zapopan aumentar vigilancia en Mariano Otero ante alza de ataques contra ciclistas;01/06/2021;Notisistema;Bicicleta;Bicicleta;Seguridad;https://www.notisistema.com/noticias/pide-la-cedhj-a-zapopan-aumentar-vigilancia-en-mariano-otero-ante-alza-de-ataques-contra-ciclistas/
Implementan operativo en Mariano Otero y Circuito JVC para inhibir atracos a ciclistas;02/06/2021;Notisistema;Bicicleta;Bicicleta;Seguridad;https://www.notisistema.com/noticias/implementan-operativo-en-mariano-otero-y-circuito-jvc-para-inhibir-atracos-a-ciclistas/
Bicicleta, transporte que mueve a Jalisco;03/06/2021;Agencia Quadratín;Bicicleta;Bicicleta;Varios;https://jalisco.quadratin.com.mx/sucesos/bicicleta-transporte-que-mueve-a-jalisco/
En Jalisco aumentan las personas que utilizan la bicicleta como transporte;03/06/2021;Milenio;Bicicleta;Bicicleta;Varios;https://www.milenio.com/politica/comunidad/dia-mundial-de-la-bicicleta-en-jalisco-aumenta-su-uso-como-transporte
Reanudan las obras de la ciclovía de avenida Revolución;03/06/2021;Notisistema;Bicicleta;Ciclovía;Infraestructura;https://www.notisistema.com/noticias/reanudan-las-obras-de-la-ciclovia-de-avenida-revolucion/
Vecinos de la ciclovía Revolución piden obras alternas para su colonia;03/06/2021;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/vecinos-de-la-ciclovia-revolucion-piden-obras-alternas-para-su-colonia/
Realizan rodada en honor a Paola Alfaro, ciclista atropellada;05/06/2021;Milenio;Bicicleta;Seguridad vial;Rodada;https://www.milenio.com/politica/comunidad/zapopan-realizan-rodada-honor-paola-alfaro
Rinden homenaje a Paola, ciclista atropellada en La Estancia;05/06/2021;Mural;Bicicleta;Seguridad vial;Rodada;https://www.mural.com.mx/rinden-homenaje-a-paola-ciclista-atropellada-en-la-estancia/ar2196826?v=2
Van 6 ciclistas muertos en 2021 por automovilistas;06/06/2021;Mural;Bicicleta;Bicicleta;Seguridad vial;https://www.mural.com.mx/van-6-ciclistas-muertos-en-2021-por-automovilistas/ar2197148?v=2
Era Sandra Paola apasionada de la bicicleta;06/06/2021;Mural;Bicicleta;Bicicleta;Seguridad vial;https://www.mural.com.mx/era-sandra-paola-apasionada-de-la-bicicleta/ar2197146?v=6
EN EL AMG SE REALIZAN 28,035 VIAJES EN BICICLETA EN LAS PRINCIPALES CICLOVÍAS;07/06/2021;Pasajero 7;Bicicleta;Bicicleta;Uso;http://www.pasajero7.com/amg-realizan-viajes-bicicleta-principales-ciclovias/
Apenas se terminó la remodelación en Federalismo y la ciclovía ya presenta varios desperfectos;08/06/2021;Canal 44;Bicicleta;Ciclovía;Varios;https://www.youtube.com/watch?v=H267inNXuP0
Revive Paola eterno reclamo de ciclistas;08/06/2021;Mural;Bicicleta;Seguridad vial;Varios;https://www.mural.com.mx/revive-paola-eterno-reclamo-de-ciclistas/ar2198369
Corrigen señalamientos de la ciclovía de avenida Federalismo;09/06/2021;Notisistema;Bicicleta;Ciclovía;Infraestructura;https://www.notisistema.com/noticias/corrigen-senalamientos-de-la-ciclovia-de-avenida-federalismo/
Fomenta IMSS Jalisco uso de bicicleta para mejorar la salud;09/06/2021;Quadratin;Bicicleta;Salud;Fomento;https://jalisco.quadratin.com.mx/sucesos/fomenta-imss-jalisco-uso-de-bicicleta-para-mejorar-la-salud/
Conductor de pipa que atropelló y mató a ciclista en Zapopan sigue prófugo;10/06/2021;Milenio;Bicicleta;Seguridad vial;Varios;https://www.milenio.com/politica/comunidad/zapopan-chofer-pipa-atropello-mato-ciclista-profugo
Siempre atento y con casco puesto: conoce medidas para ciclismo urbano seguro;11/06/2021;Milenio;Bicicleta;Seguridad vial;Manual ciclismo urbano;https://www.milenio.com/politica/comunidad/como-andar-en-bicicleta-en-guadalajara-manual-de-recomendaciones
En pandemia, ahorra hasta dos mil pesos al mes en gasolina con MiBici ;13/06/2021;El informador;Bicicleta;Bici pública;Varios;https://www.informador.mx/En-pandemia-ahorra-hasta-dos-mil-pesos-al-mes-en-gasolina-con-MiBici-l202106130001.html
Ruedan en Guadalajara por la igualdad;13/06/2021;Mural;Bicicleta;Acciones;Varios;https://www.mural.com.mx/ruedan-en-guadalajara-por-la-igualdad/ar2201803?v=3
Suman voluntades para concretar ciclovías;14/06/2021;Cronica Jalisco;Bicicleta;Ciclovías;Infraestructura;https://www.cronicajalisco.com/notas-suman_voluntades_para_concretar_ciclovias-108900-2021
Pese al aumento de vigilancia, continúan los asaltos a ciclistas en Mariano Otero;14/06/2021;Notisistema;Bicicleta;Seguridad vial;Seguridad;https://www.notisistema.com/noticias/pese-al-aumento-de-vigilancia-continuan-los-asaltos-a-ciclistas-en-mariano-otero/
Mueren más ciclistas en calles de Zapopan;16/06/2021;Mural;Bicicleta;Seguridad vial;Fatalidades;https://www.mural.com.mx/mueren-mas-ciclistas-en-calles-de-zapopan/ar2203346
Detienen a sujeto, presuntamente involucrado en ataques a ciclistas en Mariano Otero;16/06/2021;Notisistema;Bicicleta;Seguridad   ;Asaltos;https://www.notisistema.com/noticias/detienen-a-sujeto-presuntamente-involucrado-en-ataques-a-ciclistas-en-mariano-otero/
Padecen ciclistas atracos en Mariano Otero;20/06/2021;Mural;Bicicleta;Seguridad   ;Robos;https://www.mural.com.mx/padecen-ciclistas-atracos-en-mariano-otero/ar2206069?v=4
Capturan a tres ladrones de bicicletas de lujo en Guadalajara;24/06/2021;Publimetro;Bicicleta;Seguridad   ;Varios;https://www.publimetro.com.mx/mx/jalisco/2021/06/24/capturan-a-tres-ladrones-de-bicicletas-de-lujo-en-guadalajara.html
Recorrido ciclista al desnudo en Guadalajara se realizará el próximo sábado;06/07/2021;Lider 919;Bicicleta;Colectivos;Acciones;https://lider919.com/recorrido-ciclista-al-desnudo-en-guadalajara-se-realizara-el-proximo-sabado
Glorieta del Charro y Circunvalación, puntos más inseguros percibidos por ciclistas;14/07/2021;El Occidental;Bicicleta;Seguridad;Inseguridad;https://www.eloccidental.com.mx/local/glorieta-del-charro-y-circunvalacion-puntos-mas-inseguros-percibidos-por-ciclistas-6964497.html
Tumban árboles para que quepa la ciclovía de avenida Revolución;14/07/2021;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/tumban-arboles-para-que-quepa-la-ciclovia-de-avenida-revolucion/
Exhiben ciclistas zonas inseguras;15/07/2021;NTRGuadalajara;Bicicleta;Seguridad;Inseguridad;https://ntrguadalajara.com/post.php?id_nota=169030
Mujeres ciclistas sufren acoso al circular por Guadalajara;17/07/2021;Notisistema;Bicicleta;Genero;Acoso;https://www.notisistema.com/noticias/mujeres-ciclistas-sufren-acoso-al-circular-por-guadalajara/
Mi Bici, cara y sin mantenimiento;18/07/2021;Pagina 24;Bicicleta;Bici pública;Servicio;https://pagina24jalisco.com.mx/2021/07/18/local/mi-bici-cara-y-sin-mantenimiento/
