,medio,fecha,titulo,nivel,estado,chars,segundos,url_final,error,texto
227,El Informador,16/03/2022,Guadalajara: Ciclistas y automovilistas ven con buenos ojos BusBici de Hidalgo,trafilatura,trafilatura,2999,0.55,https://www.informador.mx/jalisco/Guadalajara-Ciclistas-y-automovilistas-ven-con-buenos-ojos-BusBici-de-Hidalgo-20220316-0141.html,,"Guadalajara: Ciclistas y automovilistas ven con buenos ojos BusBici de Hidalgo
Este año se implementará un carril exclusivo para ciclistas y el Trolebús en la Avenida Hidalgo, en Guadalajara, desde López Mateos hasta el Mercado Corona
00:00:00
Ciclistas y automovilistas vieron con buenos ojos que el carril de extrema derecha en Avenida Hidalgo sea exclusivo para que transiten los ciclistas y el trolebÃºs, segÃºn lo planea el Ayuntamiento de Guadalajara en el proyecto Bus-Bici.
La obra de 3.7 kilÃ³metros, desde caso Avenida LÃ³pez Mateos hasta el Mercado Corona, en el Centro tapatÃo, tendrÃ¡ una inversiÃ³n de 20 millones de pesos de recursos municipales este aÃ±o.
Luis Guerrero, quien tiene un local de comida entre Hidalgo y Marsella, dijo que serÃa muy funcional el Bus-Bici porque ahÃ pasan mucho los ciclistas.
âEn esta zona se mueven muchos en bicicleta y no creo que tengamos algÃºn problema con el negocio. Creo que sÃ se puede adaptar, aquÃ entra la cultura vial del TrolebÃºs o el Pretren que pasa por aquÃ. En cuestiÃ³n los automovilistas, tienen que entender de no pasar por ahÃ, pueden convivir en armonÃa el camiÃ³n y el ciclista, es cuestiÃ³n de culturaâ.
AlexÃ©i Abarca, quien dijo ser 100% ciclista, destacÃ³ esta transformaciÃ³n vial, pues comentÃ³ que muchas personas que van al Centro y a Chapultepec se transportan en bicicleta. ConsiderÃ³ que sÃ funcionarÃa la convivencia del TrolebÃºs y ciclistas.
âMe parece muy bien (el Bus-Bici) en lo particular me beneficia, es parte de las rutas en las que yo me muevo, pero siempre vamos a tener problemas con la gente que conduce. Si todos tenemos una cultura vial, se podrÃ¡ llevar a cabo y estoy de acuerdo. Se tendrÃa que tener un margen entre el trolebÃºs y el ciclista para que no estÃ© tan pegado. Los estudios tienen que ser exactos para que al final no haya quejasâ
Â¿QuÃ© dicen los automovilistas?
Los conductores entrevistados coincidieron en que habrÃ¡ mÃ¡s trÃ¡fico, pero que se le debe dar prioridad a las personas que se trasladan en bici.
El automovilista Juan seÃ±alÃ³ que para que Guadalajara sea incluyente es importante tener espacios para los ciclistas, sin provocar congestionamientos viales en las horas pico.
âTambiÃ©n hay que darle espacio a los ciclistas. Creo que si serÃa complicado por el trÃ¡fico aquÃ en Hidalgo, pero si se hace una excelente planeaciÃ³n se puede combinar, estarÃa bienâ, acotÃ³.
Antecedentes del proyecto
Este proyecto serÃa el primer Bus-Bici que operarÃ¡ en la ciudad, ya que no hay otro en ninguna parte de Jalisco por ahora.
El plan del Bus-Bici fue promovido desde junio de 2020 por el Gobierno municipal. En ese aÃ±o colocaron un ligero balizamiento en el asfalto, el cual ya se borrÃ³, pero nunca instalaron separadores, boyas u otros elementos para confinar el carril debido a que no habÃa recursos disponibles.
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
229,Mural,15/03/2022,Las fallas en la seguridad vial para ciclistas,trafilatura,trafilatura,427,0.38,https://www.mural.com.mx/las-fallas-en-la-seguridad-vial-para-ciclistas/ar2366656?referer=--7d616165662f3a3a6262623b78606774793b767a783b786d3a--,,"COMUNIDAD
00 MIN 30 SEG
Enrique Osorio
Guadalajara, México (15 marzo 2022) .-05:00 hrs
Avances hay, los distintos gobiernos han procurado construir ciclovías y diseñar programas para incentivar el uso de la bicicleta, no obstante, las muertes de ciclistas no cesan y aún hay pendientes para garantizar su seguridad vial y llegar a las cero víctimas. Te presentamos qué es lo que falla, de acuerdo con asociaciones de ciclistas."
231,Pagina 24,15/03/2022,¡Quiten la ciclovía de Guadalupe!,trafilatura,trafilatura,1476,1.04,https://pagina24jalisco.com.mx/2022/03/15/local/quiten-la-ciclovia-de-guadalupe/,,"Genera caos vial a toda hora: Vecinos
Por Rafael Hernández Guízar
Vecinos de la avenida Guadalupe, al poniente de la Zona Metropolitana de Guadalajara (ZMG), están hartos de la ciclovía que instaló el ayuntamiento zapopano.
Y es que aseguran que gracias a ésta el tráfico ha colapsado, al grado que muchos negocios se han ido a la ruina.
“Sí empezaron a quitar negocios, porque a mucha gente se la piensa, si nosotros que vivimos aquí por la avenida mejor nos quedamos en casa a veces y no salimos porque se pone horrible, a vuelta de rueda, no puedes ni pasar”, dijo Mercedes García, una de las entrevistadas.
Desde el Anillo Periférico hasta la glorieta Chapalita, el tráfico por esta avenida es ya imposible de soportar según vecinos entrevistados, quienes exigieron que el ayuntamiento retire la ciclovía de la zona.
“Antes eran tres carriles y ya nada más son dos, eso ha provocado pues que definitivamente aquí se ponga muy difícil poder andar, a la hora que sea es lo mismo, pero en las horas pico no te quiero ni contar lo que se vive”, agregó.
Las cosas se ponen aún peor si es que sucede un accidente en esta zona, puesto que de tres carriles quedaron sólo dos, y a veces nada más por uno se puede circular.
Por ello, las personas esperan que Juan José Frangie, presidente municipal de Zapopan, sea capaz de analizar las opciones para que en determinado momento, la ciclovía sea planeada de una manera distinta que ayude a que todos puedan circular con tranquilidad."
233,Mural,06/03/2022,Urgen más infraestructura ciclista tras muerte,trafilatura,trafilatura,398,0.7,https://www.mural.com.mx/urgen-mas-infraestructura-ciclista-tras-muerte/ar2362053?v=2,,"COMUNIDAD
02 MIN 00 SEG
Enrique Osorio
Guadalajara, México (06 marzo 2022) .-05:00 hrs
La persona atropellada por un camión el 3 de marzo era un zapatero de 54 años, quien perdió la vida en la Colonia San Eugenio. Crédito: Archivo
Luego de registrarse la segunda muerte de una persona atropellada por un camión urbano cuando viajaba en bicicleta, la asociación Bici Blanca urgió a realizar cambios."
234,Meganoticias,03/03/2022,Califican positiva la implementación de la biciescuela,trafilatura,trafilatura,3026,0.43,https://www.meganoticias.mx/guadalajara/noticia/califican-positiva-la-implementacion-de-biciescuela/311471,,"Educación
                                                                    
                                                Por:
                                                                    								Dalia Rojas
                    							 
                    							
Guadalajara
Fecha: 03-03-2022
                                        Guadalajara
Fecha: 03-03-2022
Con el fin de incentivar políticas de movilidad sostenible y el uso de la bicicleta como medio de transporte en la ciudad, fue inaugurada este miércoles en la Glorieta la Normal la primera biciescuela fija, dirigida a primeras infancias de seis a 12 años de edad de Guadalajara y Zapopan.
Consta de dos secciones; la primera estará destinada para que las niñas y niños practiquen ejercicios de coordinación, sorteo de obstáculos y destrezas, que ayuden a darles mayor seguridad.
La segunda sección es un circuito que representa las calles en la ciudad con señalamientos verticales y horizontales, límites de de 22 velocidad y pasos peatonales, con la finalidad de proporcionar aprendizajes significativos sobre la movilidad urbana. ""Es un curso teórico y práctico y entonces la idea es que todos los niños puedan aprender el modelo de ciudad que estamos construyendo en dichos municipios (...) Este es para niños de la primera infancia que son de seis a 12 años, para que puedan aprender a utilizar la bicicleta como tal y sobretodo sortear la parte de obstáculos que es la parte más complicada, pero es para esas edades para que crezcan ya sabiendo cómo moverse en bicicleta y cómo interactuar en la ciudad con los demás modos de transporte"", refirió Jesús Carlos Soto Morfín, Director de Movilidad y Transporte de Guadalajara.
En el arranque estuvieron presentes principalmente vecinos de la zona, quienes consideraron que se trata de una política pública positiva. ""Es muy interesante, también traigo a mi niño de 9 años. Se me hace una política pública muy interesante porque impulsa desde pequeños al uso de otros medios de transporte, también para apostar a la movilidad sustentable. Ya hay demasiados carros, es imposible que las calles sigan absorbiendo esa demanda, entonces tenemos que apostar por otros medios más sustentables, más ecológicos y económicos"", opinó Carlos Veitia.
""No pues la verdad está súper bien, el espacio es muy amplio y eso de la biciescuela no donde quiera hay"" 0:21/0:34 ""No sabe andar en bicicleta, inclusive ahí lo están enseñando y ahí está aprendiendo"" 0:40/1:10 ""Mi hija y yo también cuando salgo a sitios cortos es lo que he usado bicicletas"" dijo por su parte Luz María Reyna. 
Las sesiones se realizarán dos veces al mes en un horario de las 16:00 a las 18:00 horas, previamente los interesados deberán llenar un formulario de inscripción que estará disponible en las redes sociales de la dirección de Movilidad tanto de Guadalajara como Zapopan. En el lugar se proporcionarán las bicicletas, chalecos de seguridad y kits de protección para los menores, así como los insumos para realizar la parte teórica."
236,El Occidental,02/03/2022,Presentan GDL y Zapopan biciescuela en La Normal,trafilatura,trafilatura,270,0.57,https://oem.com.mx/eloccidental/local/presentan-gdl-y-zapopan-biciescuela-en-la-normal-15908663,,"Localmiércoles, 2 de marzo de 2022
Dicha estrategia busca fomentar el crecimiento de la infraestructura ciclista
LOCAL
Mirza Flores acusa a Morena de “grillar” y lucrar políticamente con el tema del agua
El delito por el que fue denunciado Eduardo N, es por acoso sexual"
237,Publimetro,24/02/2022,¡Desairan las bicis! Ciclovías y programas públicos no le bastan a tapatíos para usar las bicicletas,trafilatura,trafilatura,5399,1.34,https://www.publimetro.com.mx/jalisco/2022/02/24/ciclovias-y-programas-publicos-no-le-bastan-a-los-tapatios-para-comenzar-a-usar-las-bicicletas/,,"A pesar que en los últimos años autoridades incrementaron la infraestructura ciclista en la zona metropolitana de Guadalajara e incluso la ampliación del sistema de transporte público de MiBici, un estudio desarrollado por el Instituto Metropolitano de Planeación (IMEPLAN) revela que sigue siendo bajo el porcentaje de personas que se desplazan a sus destinos en bicicleta.
Según datos del IMEPLAN, cada día se realizan en la Zona Metropolitana de Guadalajara 1.5 millones de viajes, de los cuales apenas 2.7% de ellos (43 mil 908) son en bicicleta. Los medios principales de transporte de la ciudadanía son el transporte público (40.18% de los viajes), caminar (26.9%), automóvil (15.7%) y moto (4.07% de los viajes).
Si bien el estudio se desarrolló durante la pandemia por el Covid-19, sin clases presenciales y algunas actividades en casa, lo que podría generar algunas afectaciones en los parámetros de movilidad, los hallazgos señalan que el uso de la bicicleta se incrementó durante la contingencia, pero en totales, la cifra es baja.
Durante la pandemia se desarrollaron algunas políticas públicas con el supuesto que se incentivara la bicicleta para evitar las aglomeraciones, por ejemplo en el transporte público y ello derivó en la construcción de ciclovías emergentes, por ejemplo en avenida México o avenida Guadalupe.
- 28 minutos, el tiempo promedio de un viaje en bicicleta por la ciudad
- 45% de la población de Guadalajara dice no usar la bicicleta por temas de seguridad
En los últimos seis años la infraestructura ciclista se disparó: mientras en 2016 había 36 kilómetros de ciclovías, para 2021 se cuenta con 288 kilómetros de ciclovías. El IMEPLAN señala que 14.6 kilómetros de estas ciclovías se instalaron a causa de la pandemia por Covid-19.
El sistema de MiBici también ha tenido una expansión, con 300 estaciones y tres mil 200 unidades y más de 104 mil usuarios. A pesar de ello, aún hay muchas personas que prefieren desplazarse en otros medios.
¿Por qué no usar la bicicleta en Guadalajara?
En una encuesta con población no ciclista, el IMEPLAN documentó que las principales barreras para no andar en bicicleta son el clima, los viajes largos, el no saber andar en bicicleta, el que sea peligroso y la necesidad de llevar o recoger a alguien en un viaje. El peligro es un señalamiento constante, pues de acuerdo al colectivo ciclista Bicicleta Blanca, desde el año 2009 hasta noviembre del 2021 se han registrado 280 ciclistas víctimas fatales de hechos de tránsito.
“Falta conectividad en muchas de las ciclovías, por ejemplo en Periférico, las que se construyeron a la par del Peribús, hay tramos que están incompletos, pero además te llevan a vialidades que no tienen infraestructura para seguir el camino, eso por un lado y, por el otro, que aún no se desarrollan políticas para transporte multimodal, porque no tiene garantía que tu bicicleta esté cuando regreses. Por ejemplo, dejas tu bici en una estación del tren, luego tomas el tren, sigues en BRT y llegas a tu destino, no sé, pero no hay esas facilidades para transportarse en diferentes medios”, señaló Manuel Medina, ciclista y analista de la movilidad sustentable.
El estudio toma en consideración este aspecto: los viajes unimodales representan poco más del 88% de los viajes en el área metropolitana de Guadalajara, mientras que los viajes bimodales (dos modos de transporte) corresponden a menos del 10% y los multimodales (tres o cuatro modos) sólo constituyen el 0.9%.
¿Por qué sí usar la bicicleta?
La mayor parte de las personas ciclistas mencionó que la principal motivación para utilizar la bicicleta en Guadalajara es su rapidez y practicidad (45%), seguido por motivos de mejora de salud (40%), menor costo (7%), por la emergencia sanitaria por Covid-19 (6%) y finalmente, porque es bueno para el medio ambiente (3%). El 20% de los usuarios de las bicis dijo combinar su movilidad con otros medios de transporte.
Un aspecto para fomentar el uso de la bicicleta es el económico, pero los usuarios señalan que a pesar de utilizar este medio de transporte, también realizan gastos. El gasto promedio en transporte en la ciudad es de 17 pesos por viaje, aunque se presentan valores de hasta 400 pesos gastados en un sólo viaje al interior de los municipios. Los taxis y transporte privado son los medios más caros.
“Cabe destacar que pocos usuarios de modos no motorizados reportaron un gasto por viaje, incluso cuando se preguntaba por el gasto en bicicleta pública”, señala el informe del IMEPLAN.
Otros aspectos importantes en el estudio del IMEPLAN
- 45% de las personas encuestadas identificó la seguridad como el factor más importante en su decisión de tomar un modo de transporte, seguido de la rapidez (29.8%), y el precio (17.6%).
- Cerca del 50% de los motivos de traslado en el área metropolitana corresponden a regresar a casa, mientras que el 30% se relaciona con asistir a trabajar. La suma de diferentes motivos relacionados a estudiar, hacer deportes o recreación y otros representa un 10%. El abasto corresponde a poco más del 6% de los viajes, mientras que los viajes para recibir algún tipo de atención del sector salud representan cerca del 2%.
- Las zonas de la ciudad a donde se dirige el mayor número de viajes o desplazamientos son al Centro Guadalajara (160 mil 420), Las Águilas (106 mil 046), Centro Zapopan (105 mil 329), Miravalle (99 mil 427) y Oblatos (92 mil 732)."
238,Mural,17/02/2022,Suma 3 millones de viajes MiBici,trafilatura,trafilatura,337,1.09,https://www.mural.com.mx/suma-3-millones-de-viajes-mibici/ar2351257,,"COMUNIDAD
02 MIN 30 SEG
Enrique Osorio
Guadalajara, México (17 febrero 2022) .-05:00 hrs
El IIEG informó ayer que entre diciembre de 2020 y todo 2021, Mi Bici tuvo 3 millones 343 mil 177 viajes. Crédito: Rodolfo Lasso
El uso de las bicicletas del sistema MiBici se va recuperando, aunque aún no alcanza los niveles previos a la pandemia."
239,Canal 44,14/02/2022,Presentan ampliación de 5 kilómetros de la Vía Recreativa de Guadalajara y conexión con Zapopan,error,error,0,9.51,https://www.youtube.com/watch?v=Hlth66wMba0,,
240,El Informador,14/02/2022,Guadalajara y Zapopan amplían la Vía RecreActiva 5 kilómetros ,trafilatura,trafilatura,2707,0.51,https://www.informador.mx/jalisco/Guadalajara-y-Zapopan-amplian-la-Via-RecreActiva-5-kilometros-20220214-0030.html,,"Guadalajara y Zapopan amplÃan la VÃa RecreActiva 5 kilÃ³metrosÂ
Las rutas de la vía se conectarán con estaciones de Mi Bici
Alianza. Los alcaldes de Zapopan, Juan JosÃ© Frangie, y de Guadalajara, Pablo Lemus, caminaron ayer junto a la ciudadanÃa en la extensiÃ³n del paseo dominical. Especial
Ayer los alcaldes de Guadalajara, Pablo Lemus, y de Zapopan, Juan JosÃ© Frangie, inauguraron la ampliaciÃ³n de la VÃa RecreActiva. El paseo tiene mÃºltiples conexiones con estaciones de Mi Bici y suma puntos de interÃ©s como el Parque El Refugio y el Mercado de las flores, son 5 kilÃ³metros mÃ¡s que permitirÃ¡n a los usuarios prolongar su trayecto.
âEsta es la lÃ³gica de una metrÃ³poli, de una ciudad sin fronteras, lo que queremos los ciudadanos es andar en nuestras bicicletas, patines, correr, pasear a nuestras mascotas y no tener interrupciones entre los dos municipiosâ, comentÃ³ el alcalde tapatÃo.
La VÃa RecreActiva de Guadalajara se ampliÃ³ en 5.07 kilÃ³metros con la ruta Calzada Federalismo-Fidel VelÃ¡zquez-Enrique DÃaz de LeÃ³n; ahora el paseo cuenta con 31 kilÃ³metros de longitud en total.
Por su parte, el alcalde de Zapopan, Juan JosÃ© Frangie, destacÃ³ la polÃtica de coordinaciÃ³n intermunicipal para contar con espacios deportivos y educativos para la ciudad.
âEsto es lo que necesitamos, recuperar espacios, que le ganemos a los vehÃculos, que andemos caminando y corriendoâ, dijo el alcalde zapopano.
Alejandro usarÃ¡ el nuevo tramo para entrenar
Alejandro Valadez, vecino de Atemajac, destacÃ³ que la extensiÃ³n de la VÃa RecreActiva le servirÃ¡ para sus actividades deportivas.
âEstÃ¡ muy padre, quÃ© bueno que la ampliaron, a mÃ me sirve para entrenar con mÃ¡s kilÃ³metros para diferentes carreras de atletismo y maratones, es bueno que no haya fronteras entre Guadalajara y Zapopanâ, dijo.
La ampliaciÃ³n ayudarÃ¡ a conectar los 6.2 kilÃ³metros de que hay en Zapopan y los 12.5 kilÃ³metros que ya tiene Guadalajara, por los que se puede pedalear, correr, caminar, patinar o pasear mascotas, entre otras actividades al aire libre. Todo con total seguridad.
Este nuevo tramo partirÃ¡ hacia Guadalajara por la avenida Enrique DÃaz de LeÃ³n desde su cruce con avenida Patria, continuando hacia Fidel VelÃ¡zquez y Federalismo hasta llegar al Parque RevoluciÃ³n.
La VÃa RecreActiva tiene un horario de operaciÃ³n de 08:00 a 14:00 horas y cuenta con la participaciÃ³n de 20 dependencias municipales y estatales, y 60 instituciones educativas mediante servicio social. Se estima que el tramo serÃ¡ usado por 29 mil 500 ciclistas.
MQ
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
241,El Informador,13/02/2022,Policía Vial multa a 67 conductores por invadir ciclovía de Periférico,trafilatura,trafilatura,1888,0.5,https://www.informador.mx/jalisco/Policia-Vial-multa-a-67-conductores-por-invadir-ciclovia-de-Periferico-20220213-0074.html,,"PolicÃa Vial multa a 67 conductores por invadir ciclovÃa de PerifÃ©rico
Las multas se aplicaronÂ principalmente en el tramo de Tabachines y Alcalde,Â en laÂ ciclovía de Periférico
Autoridades hacen un llamado a la corresponsabilidad de la ciudadanÃa para mantener el ordenamiento vial y que los conductores eviten invadir los espacios exclusivos como la ciclovÃa y el carril del PeribÃºs. ESPECIAL
Tras la publicaciÃ³n de hoy de esta casa editorial en la que se mostrÃ³ que automovilistas se estacionan en ciclovÃa de PerifÃ©rico, principalmente en el tramo de Tabachines y Alcalde, la PolicÃa Vial informÃ³ que han elaborado 67 folios a los propietarios de vehÃculos que se colocan fuera de ley en el Ã¡rea que es para ciclistas.
En un boletÃn informativo destacaron que la SecretarÃa de Seguridad del Estado en su Ã¡rea de la ComisarÃa de la PolicÃa Vial no ha sido omisa en la aplicaciÃ³n de sanciones a los conductores de vehÃculos motorizados que lamentablemente no respetan el espacio de los usuarios de bicicletas.
âAsimismo, se cuenta con vigilancia permanente en la zona con la finalidad de que sean respetados los espacios para cada usuario de esta importe vÃa como son peatones, usuarios del transporte pÃºblico, ciclistas, motociclistas, automovilistas y conductores del transporte de carga. En lo que va del aÃ±o, los oficiales viales han elaborador 67 folios a automovilistas que han dejado sus vehÃculos sobre la ciclovÃa de PerifÃ©rico, obstruyendo el paso de los ciclistasâ, destacÃ³ en la informaciÃ³n.
AdemÃ¡s hacen un llamado a la corresponsabilidad de la ciudadanÃa para mantener el ordenamiento vial y que los conductores eviten invadir los espacios exclusivos como la ciclovÃa y el carril del PeribÃºs.
MF
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
242,NTR Guadalajara,13/02/2022,Amplían Vía RecreActiva; conductores se molestan,trafilatura,trafilatura,1070,0.4,https://www.ntrguadalajara.com/post.php?id_nota=178196,,"A partir de este domingo la Vía RecreActiva en Guadalajara se amplió en Federalismo hasta su cruce con la calle Fidel Velázquez a fin de conectar con la ciclovía de Zapopan. La medida fue celebrada por ciclistas y asistentes al recorrido dominical, pero criticada por automovilistas.
Tras un sondeo, varios conductores consideraron que la ampliación no se socializó correctamente ni se colocó señalética de rutas alternas, lo cual generó atorones viales en cruces de Federalismo con vialidades como Maestros, Fidel Velázquez y otras arterias.
""No sé si el del error fui yo o la autoridad, pero creo que deben de tener más empatía quienes cuidan el recorrido y dejarnos al menos salir de nuestras casas. Se entiende la necesidad de la Vía, del recorrido, pero también (se pide que) prevean a los que vivimos cerca de Federalismo"", reclamó el señor Ernesto Villa, habitante de la zona de Atemajac.
En contraste, ciclistas agradecieron la ampliación y destacaron que Federalismo se haya habilitado para el recorrido, pues permite una conexión con la Vía de Zapopan.
JB-jl/I"
243,Trafico ZMG,11/02/2022,Ajustan rutas de transporte por ampliación de Vía Recreactiva,trafilatura,trafilatura,1691,1.03,https://traficozmg.com/2022/02/ajustan-rutas-de-transporte-por-ampliacion-de-via-recreactiva/,,"Ajustan rutas de transporte por ampliación de Vía Recreactiva
A partir de este domingo cinco rutas del transporte público modificarán su derrotero debido a la ampliación de la Vía Recreativa en Guadalajara. Los ajustes iniciarán a partir de este domingo 13 desde Federalismo hasta su cruce con la calle Fidel Velázquez para conectar con la ciclovía de Zapopan.
Las rutas que cambiarán su derrotero únicamente en su recorrido de ida, es decir, del centro de Guadalajara hacia el norte, son las siguientes: T14B (50), T14B-C01 (50B), T15-C01 (636A Coronilla), T15-C02 (636A Mesa Colorada), C43 (636 Haciendas del Valle/ 636 Valdepeñas).
De circular sobre Federalismo, las rutas T14B (50) y T14B-C01 (50B) se desviarán hacia la calle Aldama, seguirá por Niños Héroes, Av. Atemajac, Av. Munguía, Av. Enrique Díaz de León, Av. Manuel Ávila Camacho y Guanajuato para luego de pasar por Mariano de la Bárcena retomar su derrotero habitual.
Por su parte, de Av. Atemajac la ruta C43 dos vías (636 Haciendas del Valle/ 636 Valdepeñas) se desviará hacia Av. Munguía, continuará por Av. Enrique Díaz de León y en Av. Circunvalación se incorporará a su trayecto ordinario.
A su vez la ruta T15-C01 (636A Coronilla) de la calle Ramón Corona se desviará hacia Aldama, seguirá por Niños Héroes, Av. Munguía, Av. Enrique Díaz de León y en Av. Circunvalación continuará su recorrido habitual.
Por último la ruta T15-C02 (636A Mesa Colorada) de Federalismo se desviará hacia la calle Aldama, luego por Niños Héroes, Av. Munguía, Av. Enrique Díaz de León hasta incorporarse a su trayecto ordinario en Av. Circunvalación.
II
También te podría interesar: Ciclovía de Javier Mina aún no está decidida: Pablo Lemus"
244,El Informador,06/02/2022,Don Antonio aprovecha programa tapatío y pedalea a sus 75 años,trafilatura,trafilatura,2630,0.49,https://www.informador.mx/jalisco/Don-Antonio-aprovecha-programa-tapatio-y-pedalea-a-sus-75-anos-20220206-0073.html,,"Don Antonio aprovecha programa tapatÃo y pedalea a sus 75 aÃ±os
Antonio Rosales de 75 años ve como una tradición asistir a laÂ Vía RecreActiva
El programa VÃa RecreActiva promueve los domingos actividades gratuitas para todas las edades. EL INFORMADOR/ARCHIVO
Cada domingo, Antonio Rosales de 75 aÃ±os toma la VÃa RecreActiva y llega en su bicicleta al parque San Jacinto, donde mÃ¡s de 50 tapatÃos se dan cita para participar en las actividades artÃsticas y deportivas del programa VÃa RecreActiva.
Don Antonio comenta que es una tradiciÃ³n para Ã©l venir a este espacio. Recuerda que en los aÃ±os 70 solÃa organizar retas de fÃºtbol con sus amigos en las instalaciones del parque. AdemÃ¡s, jugaba en Los Pericos, un equipo del barrio de Medrano que tambiÃ©n tomaba este punto de reuniÃ³n.
Sin embargo, en 1989 un caÃda le dejÃ³ una lesiÃ³n en su columna, por lo que se retirÃ³ del fÃºtbol pero hasta la fecha toma su bicicleta para dar un paseo y participar en las actividades que se realizan en San Jacinto al aire libre.
""Vengo todos los domingos aquÃ un rato, es una buena distracciÃ³n para todo el mundo, tanto la muchachada como las personas grandes vienen y se llenan de pura energÃa, de pura salud. Me gusta ver a los jÃ³venes en los bailables, en el voleibol, a los papÃ¡s con sus niÃ±os, ver que la gente sale a distraerse"".
El programa VÃa RecreActiva promueve los domingos actividades gratuitas para todas las edades, tales como tiro con arco, juegos de tenis, pintura, papiroflexia, cuentacuentos e introducciÃ³n a la mÃºsica. Realizadas en Ã¡reas con una capacidad de 30 a 50 personas desde las 9:00 hasta las 12:00 horas.
""Estos programas benefician a la ciudadanÃa porque las familias podemos salir de un ambiente de estrÃ©s, por ejemplo los niÃ±os aunque ya regresaron a la escuela hay quienes se mantienen encerrados en su domicilio y esto los motiva a hacer actividades diferentes"" comentar Josafat Toledo, quien con su hijo Jared de 12 aÃ±os, acuden desde hace cuatro aÃ±os al tiro con arco.
Por su parte, MarÃa Guadalupe GonzÃ¡lez asiste con sus hijas de 11 y 4 aÃ±os al taller de pintura, considera que estas actividades fomentan el aprendizaje y la psicomotricidad de los menores de una manera divertida.
""Me gusta traerlas al taller de pintura porque son actividades recreativas. Les hablan de cultura general, medio ambiente como el dÃa de hoy que hicieron pinturas por el tema de la conservaciÃ³n del ajolote. AquÃ se divierten y aprenden"".
JL
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
246,El Informador,31/01/2022,Usuarios festejan crecimiento de trayecto en Vía RecreActiva,trafilatura,trafilatura,1733,0.51,https://www.informador.mx/jalisco/Usuarios-festejan-crecimiento-de-trayecto-en-Via-RecreActiva-20220131-0037.html,,"Usuarios festejan crecimiento de trayecto en VÃa RecreActiva
A partir del 13 de febrero, el recorrido aumentará cinco kilómetros por Federalismo.Â La distancia adicional generará una conexión de 12.5 kilómetros en Guadalajara
CONVIVENCIA. Ciudadanos acuden a hacer el recorrido en familia. EL INFORMADOR/ A.CAMACHO
Ciudadanos consideraron que el proyecto de ampliar cinco kilÃ³metros la VÃa RecreActiva por Avenida Federalismo es una manera de fomentar el deporte y facilitar la movilidad en la ciudad.
âMe parece muy bien que se estÃ© extendiendo la movilidad al ciclista en diversos lados de la ciudad porque es una manera mÃ¡s rÃ¡pida de llegar a un punto evitando el trÃ¡fico. Mucha gente que toma el camiÃ³n hace mÃ¡s tiempo esperando la lÃnea que los lleva hasta su casaâ, dijo el ciclista JosÃ© VÃ¡zquez.
Marcela SÃ¡nchez destacÃ³ que se trata de un espacio que propicia la convivencia familiar, mientras que IvÃ¡n GÃ³mez indicÃ³ que el incremento de estas rutas beneficia a la movilidad. âY que haga que la gente se vaya acostumbrando a este transporte, es bueno definitivamenteâ.
La ampliaciÃ³n de la VÃa RecreActiva serÃ¡ a partir del 13 de febrero. RecorrerÃ¡ Federalismo Norte desde Avenida JuÃ¡rez a su cruce con la calle Fidel VelÃ¡zquez, y hasta Avenida Patria donde conectarÃ¡ con la ciclovÃa de Zapopan.
El presidente municipal de Guadalajara, Pablo Lemus Navarro, informÃ³ que estos kilÃ³metros adicionales generarÃ¡n una conexiÃ³n de 12.5 kilÃ³metros de distancia en Guadalajara y 6.2 kilÃ³metros en Zapopan, lo que beneficiarÃ¡ a 29 mil 536 usuarios.
MQ
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
