medio,fecha,titulo,nivel,estado,chars,segundos,url_final,error,texto
Pagina 24,18/07/2021,"Mi Bici, cara y sin mantenimiento",trafilatura,trafilatura,1898,0.72,https://pagina24jalisco.com.mx/2021/07/18/local/mi-bici-cara-y-sin-mantenimiento/,,"Te cobran una barbaridad si te pasas un minuto del préstamo: Usuarios
Como tienes que vincular una tarjeta a la suscripción del programa, cuando te pasas del tiempo establecido – aunque sean 60 segundos– te cobran 50 pesos en automático, tronaron
Por Rafael Hernández Guízar
Usuarios del programa Mi Bici, del gobierno del estado, indicaron sus quejas contra el mismo en Guadalajara, les hacen cobros altos en caso de pasarse aunque sea por un minuto del tiempo establecido.
“Los costos son exorbitantes y te cobran una comisión para en caso de pérdida, por eso ni vale la pena rentarlo por menos de un año”, dijo.
Agregó que es muy molesto que no haya control sanitario, ya que las personas se suben a usar las bicicletas sin que estas se desinfecten al momento de que las personas lo dejan.
“Eso sí, en materia de sanidad está mal porque yo por ejemplo trato siempre de traer el gel y antes de subirme y al bajarme lo uso, es como muy incierto porque sí he visto que hacen reparaciones, pero nunca he visto que limpien as bicicletas”.
Y es que resaltó que a diferencia de Cuba, en México y concretamente en Guadalajara, hay oportunidad de acceder al programa aunque con muchas limitantes.
Por su parte, Daniel, otro de los entrevistados, indicó que, aunque sea un minuto el tiempo que se excede de lo permitido, se hacen cobros de alrededor de 50 pesos por cada
“Si te pasas te cobran 50 pesos, por el tiempo que te pases, cada media hora, en caso contrario pues llegas a otro puerto, la dejas y te llevas otra. Sí está caro, pero si ya sabes las reglas, pues puedes evitar los recargos y pararte en cada uno de los puertos, si te pasas como te registras con una tarjeta de crédito de ahí te hacen el cobro”.
Pidieron una intervención “inmediata” para que se analicen los cobros que se hacen a la ciudadanía como parte de los costos que representa el servicio de bicicleta pública a las personas."
El Occidental,29/07/2021,"Obra inconclusa en el parque Solidaridad, convertida en trampa mortal",trafilatura,trafilatura,319,0.65,https://oem.com.mx/eloccidental/local/obra-inconclusa-en-el-parque-solidaridad-convertida-en-una-trampa-mortal-15891920,,"Localjueves, 29 de julio de 2021
Un adulto mayor cayó con todo y bici a uno de esos tramos
LOCAL
Mirza Flores acusa a Morena de “grillar” y lucrar políticamente con el tema del agua
El delito por el que fue denunciado Eduardo N, es por acoso sexual
La víctima está protegida y hasta el momento se desconoce su identidad"
Lider 919,30/07/2021,"Piden mejorar infraestructura para proteger a ciclistas, suman 9 fallecidos",error,error,0,5.3,https://lider919.com/148009-2,HTTP 404,
Canal 44,05/08/2021,Repuntan las muertes de ciclistas en percances con automóviles,error,error,0,14.72,https://www.youtube.com/watch?v=sVGJKLPSyRU,,
UDGTV,05/08/2021,Repuntan las muertes de ciclistas en percances con automóviles,playwright,playwright,113,6.45,https://udgtv.com/noticias/repuntan-las-muertes-ciclistas-percances-automoviles/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
UDGTV,08/08/2021,Tapatíos ignoran nuevas reglas para evitar contagios en el Centro y la Vía RecreActiva,playwright,playwright,113,4.76,https://udgtv.com/noticias/tapatios-ignoran-nuevas-reglas-evitar-contagios-centro-la-via-recreactiva/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
El informador,09/08/2021,El 2020 es el año con más robos de bicis en la ZMG,trafilatura,trafilatura,4150,0.33,https://www.informador.mx/jalisco/El-2020-es-el-ano-con-mas-robos-de-bicis-en-la-ZMG--20210809-0040.html,,"El 2020 es el aÃ±o con mÃ¡s robos de bicis en la ZMG
Cuidan colonias como la Americana, Chapultepec y los alrededores de La Primavera.Â En tres años, las comisarías han reportado 523 robos de bicicletas; 2020 es el que registra más casos
INSEGURIDAD. TambiÃ©n hay una cifra negra de hurtos de bicicletas que no se denuncian. EL INFORMADOR / A. CAMACHO
La noche del 21 de julio, David Ayala fue a visitar a un amigo en el Centro tapatÃo. DejÃ³ su bicicleta encadenada a un Ã¡rbol y pese a que recurrentemente se asomaba para verificar que seguÃa ahÃ, en una de las vueltas ya no estaba. La bici, valuada en 15 mil pesos, la utilizaba para hacer repartos.
Desde 2018, las comisarÃas de la Zona Metropolitana de Guadalajara (ZMG) registraron 523 reportes de robo de bicicleta.
Sin embargo, 2020, aÃ±o en el que arrancÃ³ la contingencia sanitaria por el COVID-19, es el puntero con 318 hurtos. Como respuesta a una solicitud de informaciÃ³n, vÃa Transparencia, las corporaciones metropolitanas indicaron que sÃ³lo pudieron recuperar 49.
Hacen operativos contra los robos de bicicletas
David Ayala apenas tenÃa seis meses de haber comprado su bici cuando se la robaron en el cruce de MezquitÃ¡n e Hidalgo. La habÃa adquirido justo porque otra que tenÃa se la llevaron en la zona de Pueblo Quieto, en Guadalajara. Esa es sÃ³lo una de las cuatro bicis que le quitaron en menos de tres aÃ±os, dos de ellas en el Ãºltimo mes.
âLa bicicleta es mi medio de moverme, mi medio de trabajo y mi pasiÃ³n. Yo puse mi denuncia formal para ver si verdaderamente pasa algo, porque tengo la esperanza de recuperarlaâ, dijo David.
Desde 2018 a la fecha, las comisarÃas de la metrÃ³poli han registrado un total de 523 reportes de robo de bicicletas, siendo 2020, durante la contingencia sanitaria por el COVID-19, el aÃ±o que reportÃ³ mÃ¡s robos de este tipo, con un total de 318.
Sin embargo, aunque las policÃas municipales han puesto a disposiciÃ³n del Ministerio PÃºblico de la FiscalÃa Estatal a al menos 63 presuntos ladrones de bicis, sÃ³lo 14 han sido vinculados a proceso. No se informÃ³ sobre las sentencias.
Al respecto, las comisarÃas de Guadalajara y Zapopan aseguraron que montaron operativos en zonas especÃficas con mayor incidencia de robos como las colonias Americana y Chapultepec, en la Perla tapatÃa, y las Ã¡reas aledaÃ±as al Bosque La Primavera y El Centinela a fin de disminuir este tipo de ilÃcitos. AdemÃ¡s, dijeron que mantienen contacto con la comunidad ciclista a fin de atender de manera inmediata cualquier reporte.
De acuerdo con Yeriel Salcedo, integrante de los colectivos GDL en Bici y Bicicleta Blanca, la cifra de bicis robadas es mayor, pues muchos ciclistas no reportan oficialmente el hurto de sus vehÃculos ante la falta de facturas para acreditar la propiedad y por desconfianza hacia la autoridad.
Dijo que la ciudadanÃa prefiere publicar los robos en las redes sociales, no sÃ³lo para pedir apoyo en su bÃºsqueda, sino para alertar a la comunidad ciclista para que no adquiera vehÃculos que han sido hurtados.
Para hacer frente a esta problemÃ¡tica, seÃ±alÃ³ que una opciÃ³n es la creaciÃ³n de un registro de bicicletas, como ocurre en Montreal, CanadÃ¡, el cual hace mÃ¡s sencilla su localizaciÃ³n.
Por otra parte, Salcedo celebrÃ³ el apoyo de la comunidad ciclista y de la ciudadanÃa en general para apoyar en la localizaciÃ³n de bicis robadas a travÃ©s de diferentes grupos de mensajerÃa instantÃ¡nea y WhatsApp, mediante los cuales se informa sobre robos y bicicletas localizadas, asÃ como detenciones de personas seÃ±aladas por estos ilÃcitos.
Sigue leyendoâ¦
Si te interesÃ³ esta noticia y quieres saber mÃ¡s, entonces descarga y descubre INFORMAPlus, la aplicaciÃ³n digital de EL INFORMADOR, en donde tenemos contenidos exclusivos, seleccionados por nuestros editores, para darles una experiencia mÃ¡s completa a los lectores.
Descarga la aplicaciÃ³n y pruÃ©bala GRATIS por treinta dÃas.
Para iOS: https://apple.co/35jaVgb
Para Android: https://bit.ly/3gwVSEV
MQ
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
Notisistema,17/08/2021,Lluvias también afectan las ciclovías de la ciudad,playwright,playwright,252,6.28,https://www.notisistema.com/noticias/lluvias-tambien-afectan-las-ciclovias-de-la-ciudad/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
Notisistema,18/08/2021,Vecinos de Jardines del Bosque denuncian falta de mantenimiento de la ciclovía,playwright,playwright,252,5.87,https://www.notisistema.com/noticias/vecinos-de-jardines-del-bosque-denuncian-falta-de-mantenimiento-de-la-ciclovia/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
Notisistema,18/08/2021,Remplazan algunas quesadillas de ciclovías que pusieron al revés,playwright,playwright,252,5.35,https://www.notisistema.com/noticias/remplazan-algunas-quesadillas-de-ciclovias-que-pusieron-al-reves/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
Notisistema,19/08/2021,Niega SIOP que estén al revés las quesadillas de ciclovías que son remplazadas,playwright,playwright,252,5.09,https://www.notisistema.com/noticias/niega-siop-que-esten-al-reves-las-quesadillas-de-ciclovias-que-son-remplazadas/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
NTRGuadalajara,24/08/2021,MiBici integra 26 estaciones y 275 unidades,trafilatura,trafilatura,1466,0.42,https://www.ntrguadalajara.com/post.php?id_nota=170791,,"MiBici, el sistema de bicicletas públicas de la ciudad, llegó ya a 300 estaciones y 3 mil 200 unidades luego de completar la etapa cuatro de crecimiento, consistente en instalar 26 nuevas estaciones con 275 bicis en Guadalajara y Zapopan.
Quince de las nuevas estaciones se colocaron en Guadalajara y 11 en Zapopan, mientras que las nuevas bicicletas llegaron en mayo. Son del modelo fit, es decir, unidades con una ergonomía más ligera.
El sistema afirmó en un comunicado que MiBici ya rebasa los 16.7 millones de viajes y los 104.5 mil usuarios registrados. Presumió a la par que el modelo tiene dos principales virtudes: incentiva el ejercicio físico y genera un ahorro en la economía de los usuarios al tener un costo de $1.17 por día.
Con las nuevas estaciones el polígono creció hacia el poniente de la ciudad para conectar con la ciclovía emergente de Guadalupe y fortalecer el polígono Zapopan-Chapalita y Arcos Vallarta. También creció hacia el oriente para conectar con la ciclovía emergente de Gigantes, la ciclovía de Revolución y la Línea 3 del Tren Ligero, así como hacia el norte, donde conectará con las ciclovías de Ávila Camacho y Federalismo.
Algunas colonias donde ahora tendrá presencia MiBici son Camino Real, Ciudad de los Niños, Ciudad del Sol, Colinas de la Normal, Jardines de Guadalupe, Prados Tepeyac, Revolución y San Miguel de Mezquitán. La dirección de las nuevas ubicaciones se puede consultar en https://www.mibici.net/es/mapa/.
jl/I"
Quadratin,26/08/2021,Las mujeres y sus bicis ganan terreno en las calles de Guadalajara,trafilatura,trafilatura,8812,0.69,https://guerrero.quadratin.com.mx/las-mujeres-y-sus-bicis-ganan-terreno-en-las-calles-de-guadalajara/,,"Investiga FGR presunto fraude laboral contra Herdez
                
                                Chilpancingo, Guerrero a 12 de September de 2026            
        
              26 de agosto de 2021                  
            
 , 
             
              17:06 
            
          
            
            Eugenia Coppel/Colaboración especial            
          
        ACAPULCO, Gro., 26 de agosto de 2021.- Hace más de una década, las y los ciclistas comenzaron a hacerse más visibles en las calles de Guadalajara. Cientos o, en ocasiones, miles de personas recorrían juntas la ciudad en bicicleta al menos una noche por semana, reclamando que el espacio público podía y debía ser compartido. A raíz de estos movimientos, en 2010 surgió la primera colectiva de mujeres ciclistas en la ciudad: Femibici.
“A pesar de que muchas de nosotras participábamos en colectivos ciclistas o nos movíamos en bici, reflexionábamos sobre la brecha de género que había entre quienes asistían a los paseos nocturnos”, escriben Carmen Díaz y Jéssica Coyotecatl en el artículo Femibici: experiencias y reflexiones feministas, publicado en la revista Ciudades.
El objetivo de Femibici, desde su fundación, ha sido que más mujeres puedan elegir la bicicleta como una opción viable para moverse en la ciudad. Carmen Díaz, quien también es académica del Instituto Tecnológico de Estudios Superiores de Occidente (ITESO), cuenta en entrevista que sus esfuerzos como grupo han transitado por dos vías. “Por un lado, buscamos traer un análisis feminista a las discusiones del movimiento ciclista”, dice.
Esto se ha concretado con la creación de comisiones de género en las organizaciones locales y en espacios de diálogo como el Congreso Nacional de Ciclismo Urbano.
«Al mismo tiempo vemos a la bici como una herramienta que puede ayudar a generar confianza, seguridad, comunidad y autonomía a las mujeres. Una herramienta para no depender ni del camión ni de que te lleven o te traigan, ni de pagar taxis en la noche», asevera Díaz.
En 2019 y 2020, Guadalajara obtuvo el primer lugar nacional en el Ranking de Ciclociudades, elaborado por el Instituto de Políticas para el Transporte y el Desarrollo (ITDP, por sus siglas en inglés). Sin embargo, el porcentaje de mujeres ciclistas aún es bastante menor que el de los hombres, y esto sucede en todas las ciudades mexicanas evaluadas. De acuerdo con la misma investigación, sólo dos de cada diez ciclistas en Guadalajara son mujeres.
La Séptima Encuesta de Percepción Ciudadana sobre Calidad de Vida 2020, realizada por el observatorio ciudadano Jalisco Cómo Vamos, revela que cuatro por ciento de los hombres en la zona metropolitana se mueve en bicicleta, mientras que sólo dos por ciento de las mujeres en la ciudad elige desplazarse sobre ruedas.
Las brechas de género en el uso de la bicicleta son resultado de múltiples factores, explica en entrevista Gabriela de la Torre, funcionaria especializada en políticas públicas con perspectiva de género y en movilidad urbana sustentable y quien trabaja actualmente como investigadora y gestora en el Instituto Metropolitano de Planeación y Gestión del Desarrollo del Área Metropolitana de Guadalajara (Imeplan).
“Una primera inferencia es que los estereotipos de género influyen: por lo general se predetermina que la bicicleta no es un vehículo para las niñas. Muchas mujeres nunca aprendieron a andar en bicicleta porque no fue algo que les acercaron en la infancia, a diferencia de los niños”, señala De la Torre.
De lo anterior se deriva otro factor, comenta la investigadora del Imeplan. “La percepción sobre ti misma y tus habilidades, no sólo psicomotrices sino la seguridad emocional, que te sientas capaz de hacer cosas. Porque hay barreras de seguridad vial pero también barreras que están adheridas al cuerpo, y esas tienen que ver con los sesgos de género”, menciona.
Ante estas problemáticas, una de las actividades centrales de la colectiva Femibici es la Bici Escuela, un espacio seguro para que niñas y niños desde los 4 años y mujeres de todas las edades puedan aprender a moverse en bicicleta.
“Hemos visto que hay una falta de confianza, miedo a caerse y a hacer el ridículo”, cuenta Carmen Díaz. Por eso se implementó una técnica “libre de traumatismos” que sigue el ritmo, las necesidades y el nivel de confianza de las participantes.
La Bici Escuela comenzó a funcionar en avenida Inglaterra pero después se mudó a Chapultepec y Justo Sierra. Esa zona céntrica se cierra al tránsito vehicular los domingos por la mañana, para la realización, desde 2004, de una iniciativa para movilidades no motorizadas: la Vía Recreactiva.
Además, desde su fundación, Femibici ha realizado más de 70 paseos con diversos temas de reflexión, como género y ciudad, acoso sexual, sexualidades diversas, maternidad elegida, mujeres en defensa de su territorio, entre otros. Estos paseos, escriben Díaz y Coyotecatl en la revista Ciudades, se convierten en una “estrategia de acompañamiento colectivo que brinda herramientas para pedalear de forma segura en las calles y empoderar a las mujeres en el espacio público”.
Hay esfuerzos compartidos entre ciudadanos y gobiernos
Marina Espejo es una mujer trans de 39 años que se convirtió en ciclista en Guadalajara casi al mismo tiempo que inició su transición de género.
«Fue una buena manera de empezar a moverme porque tenía mucho miedo de subirme a los camiones. La bicicleta fue un medio de transporte que me permitió tener accesibilidad y no tener tanto encuentro con la discriminación. También por una cuestión económica, cuando yo decido dar ese paso me quedo sin trabajo, sin nada, entonces la mejor manera que encuentro para moverme fue la bicicleta», señala.
Espejo es una de las usuarias de bicicleta que compartió su testimonio con la Dirección de Movilidad y Transporte de Guadalajara, a propósito del levantamiento de la Encuesta de Hábitos y Percepción Ciclista 2020. El instrumento de medición, presentado a mediados de julio de 2021, incluyó por primera vez la perspectiva de las diversidades sexuales adicional a la perspectiva de género, que se ha documentado desde hace algunos años.
Entre otras cuestiones, se les preguntó a las y los ciclistas sobre las agresiones que sufren en el espacio público. Del total de los hombres (quienes representaron casi 90 por ciento de los encuestados), 23.4 por ciento afirmó haber sido blanco principalmente de palabras altisonantes (69 por ciento) o de contacto físico (11 por ciento). En cambio, 45.3 por ciento de las mujeres encuestadas dijo haber sufrido acoso, en particular silbidos (25.4 por ciento), miradas intimidantes (19 por ciento), palabras altisonantes (19 por ciento) y comentarios sexuales (17.5 por ciento). Ellas afirmaron que 100 por ciento de sus agresores eran hombres.
Según Gabriela de la Torre, quien antes de ser funcionaria fue activista en la colectiva Mujeres en el Medio, de urbanistas y arquitectas feministas, la bicicleta es un vehículo más seguro para las mujeres en términos de violencia sexual, aunque eso no garantiza que las ciclistas estén exentas de vivirla. “El tema de la violencia determina bastante la manera en que nos movemos, vestimos y convivimos en la ciudad”, afirma la especialista.
Además existen otras inseguridades que enlista De la Torre, como la ausencia de infraestructura urbana, en particular luminarias o vías exclusivas para ciclistas, y hay que sumar las dificultades para las mujeres que viven en las periferias, quienes recorren distancias mucho más largas y quizá no tienen los recursos para comprar una bicicleta; o no están bancarizadas y no pueden inscribirse al sistema de bicicleta pública Mi Bici. Todos los obstáculos se magnifican para las que deben moverse con dependientes a su cargo, lo cual dificulta elegir la bicicleta como su medio de transporte.
Sin embargo, también hay razones para el optimismo. Tal como sucedió con Gabriela de la Torre, varias funcionarias y funcionarios en los gobiernos estatal y municipales comenzaron a impulsar la agenda de la bicicleta como activistas, y ahora se encuentran en posiciones donde tienen una incidencia más directa.
Los esfuerzos han sido compartidos entre ciudadanos y gobiernos y, en parte, se reflejan en la infraestructura. En 2009 fue construida la primera ciclovía en la avenida Federalismo y a la fecha ya existen más de 100 kilómetros de ciclovías, según la Dirección de Movilidad y Transporte de Guadalajara.
La meta a largo plazo, en opinión de la funcionaria de Imeplan, es “que la bicicleta sea una posibilidad y no haya barreras por situaciones socioeconómicas o de género”.
Juez reprograma audiencia de Ricardo Anaya al 4 de octubre
              
                                  
                
                 Plan DN-III-E está preparado ante cualquier desastre"
