medio,fecha,titulo,nivel,estado,chars,segundos,url_final,error,texto
Trafico ZMG,30/11/2020,Muere ciclista arrollado en Camino Real a Colima,trafilatura,trafilatura,1219,0.84,https://traficozmg.com/2020/11/muere-ciclista-arrollado-en-camino-real-a-colima/,,"Muere ciclista arrollado en Camino Real a Colima
Esta mañana, un ciclista murió arrollado en Camino Real a Colima, en el municipio de Tlaquepaque.
Se trató de un hombre de aproximadamente 45 años de edad. Según lo informado por las autoridades, fue embestido por un auto tipo sedan.
#Atención Muere una persona atropellada en Guadalupe Gallo al cruce con Camino Real a Colima #ReporteZMG pic.twitter.com/m2wGSeHqxI
— TráficoZMGuadalajara (@Trafico_ZMG) November 30, 2020
Al lugar acudieron paramédicos para confirmar la muerte, informaron que presentaba un fuerte trauma en el cráneo y en la pelvis.
Elementos de la Policía de Tlaquepaque acordonaron el área, mientras agentes del Ministerio Público realizaban las investigaciones correspondientes.
Cabe resaltar que el conductor intentó huir, pero fue detenido metros después por varias personas que presenciaron el percance, al momento se encuentra en calidad de detenido hasta que las autoridades deslinden responsabilidades y determinen su situación legal.
Finalmente, personal del Instituto Jalisciense de Ciencias Forenses trasladaron el cuerpo a la morgue de la ciudad para que sea identificado y entregado a sus familiares.
Con información de Jatnael Ortíz / GM"
El Occidental,29/11/2020,Desdeñan el uso del cubrebocas en Vía RecreActiva,trafilatura,trafilatura,1341,0.78,https://oem.com.mx/eloccidental/local/noticias-desdenan-el-uso-del-cubrebocas-en-via-recreactiva-15864482,,"Localdomingo, 29 de noviembre de 2020
Este es el segundo domingo en que abre al público, tras ocho meses de estar suspendida debido a la pandemia por Covid-19
LOCAL
Las autoridades recomendaron evitar los puntos afectados y atender las indicaciones del personal de emergencia
Las tormentas se desarrollarían en los alrededores del Área Metropolitana de Guadalajara, principalmente hacia el sur y el este.
El legislador morenista detalló que los recursos están destinados además a carreteras, mantenimiento, infraestructura y dar certeza jurídica a inversionistas
Con esta acción que realizaron decenas de familias de empresas tequileras y personal del Gobierno del Estado se plantaron 400 pinos
Mirza Flores acusa a Morena de “grillar” y lucrar políticamente con el tema del agua
Destacó que en ese municipio su administración invirtió más de 150 millones de pesos en el periodo 2025-2026 en obras de alto impacto para sus habitantes
El delito por el que fue denunciado Eduardo N, es por acoso sexual
El señalado es también líder del Sindicato de Trabajadores al Servicio del Estado y sus Municipios en el Sistema DIF Jalisco y Sistemas DIF Municipales
El nivel de preparatoria es en donde se focaliza el mayor número de casos, el segundo lugar es el de nivel secundaria
La víctima está protegida y hasta el momento se desconoce su identidad"
UDGTV,29/11/2020,"No se acatan medidas sanitarias en Vía RecreActiva, denuncian usuarios",playwright,playwright,113,5.53,https://udgtv.com/noticias/no-se-acatan-medidas-sanitarias-via-recreactiva-denuncian-usuarios/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
El Occidental,22/11/2020,"Con protocolos sanitarios, este domingo regresa la Vía RecreActiva en Guadalajara",trafilatura,trafilatura,1320,0.6,https://oem.com.mx/eloccidental/local/con-protocolos-sanitarios-este-domingo-regresa-la-via-recreactiva-en-guadalajara-15841433,,"Localdomingo, 22 de noviembre de 2020
Habrá paramédicos que ayudarán con la toma de temperatura y oxigenación de quienes así lo necesiten
LOCAL
Las autoridades recomendaron evitar los puntos afectados y atender las indicaciones del personal de emergencia
Las tormentas se desarrollarían en los alrededores del Área Metropolitana de Guadalajara, principalmente hacia el sur y el este.
El legislador morenista detalló que los recursos están destinados además a carreteras, mantenimiento, infraestructura y dar certeza jurídica a inversionistas
Con esta acción que realizaron decenas de familias de empresas tequileras y personal del Gobierno del Estado se plantaron 400 pinos
Mirza Flores acusa a Morena de “grillar” y lucrar políticamente con el tema del agua
Destacó que en ese municipio su administración invirtió más de 150 millones de pesos en el periodo 2025-2026 en obras de alto impacto para sus habitantes
El delito por el que fue denunciado Eduardo N, es por acoso sexual
El señalado es también líder del Sindicato de Trabajadores al Servicio del Estado y sus Municipios en el Sistema DIF Jalisco y Sistemas DIF Municipales
El nivel de preparatoria es en donde se focaliza el mayor número de casos, el segundo lugar es el de nivel secundaria
La víctima está protegida y hasta el momento se desconoce su identidad"
UDGTV,22/11/2020,Vía RecreActiva continúa con filtros y medidas sanitarias,playwright,playwright,113,5.1,https://udgtv.com/noticias/via-recreactiva-continua-filtros-medidas-sanitarias/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
El Informador,22/11/2020,"Coronavirus en Jalisco: En su regreso, tapatíos abarrotan la Vía RecreActiva",trafilatura,trafilatura,2050,0.17,https://www.informador.mx/jalisco/Coronavirus-en-Jalisco-En-su-regreso-tapatios-abarrotan-la-Via-RecreActiva--20201122-0045.html,,"Coronavirus en Jalisco: En su regreso, tapatÃos abarrotan la VÃa RecreActiva
Ciclistas manifestaron su satisfacción por la reapertura de este espacio
Los asistentes a la VÃa RecreActiva tienen la obligaciÃ³n de usar cubrebocas, pero muchos decidieron omitir esta medida. EL INFORMADOR / G. Gallo
Con controles sanitarios para evitar la propagaciÃ³n del coronavirus, este domingo reiniciÃ³ operaciones la VÃa RecreActiva en Guadalajara luego de permanecer cerrada desde marzo pasado.
Ciclistas manifestaron su satisfacciÃ³n por la reapertura de este espacio de esparcimiento dominical.
âLa verdad es que ya hacÃa falta el domingo familiar, nosotros tratamos de venir lo mÃ¡s posibleâ, dijo Ana, una ciclista.
âEs una oportunidad para distraerse estamos muy contentos, pero hay que tener mucha responsabilidad es la primera vez que vengo y se estÃ¡ disfrutandoâ, aÃ±adiÃ³ Ignacio Pliegue.
Otros paseantes dijeron que era importante que se abriera la VÃa RecreActiva ya que es una alternativa para hacer deporte de forma segura.
âEstÃ¡ muy bien aunque no se abriÃ³ toda, pero es muy bueno porque los niÃ±os ya estÃ¡n hartos de estar encerrados y se quieren salir y es una distracciÃ³n mÃ¡sâ, dijo Gabriel Eduardo.
Personal de la VÃa Recreativa informÃ³ que en marzo pasado asistÃan mÃ¡s de 100 mil ciclistas a la VÃa Recreativa; en el conteo general, alrededor de 30 mil personas acudieron este domingo.
âLa VÃa Recreativa se recortÃ³ 10 kilÃ³metros y eso hizo que se redujera la afluencia. No estamos conectando con Tlaquepaque y TonalÃ¡ y eso hace que se reduzca la afluenciaâ, aÃ±adiÃ³ Malintzin Negrete Pimienta, jefa de la VÃa RecreActiva.
IniciÃ³ con el trazo de Javier Mina, JuÃ¡rez y Avenida Vallarta y Chapultepec, NiÃ±os HÃ©roes y Zapopan.
Los asistentes a la VÃa RecreActiva tienen la obligaciÃ³n de usar cubrebocas y gel antibacterial, pero muchos decidieron omitir esta medida.
GC
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
Mural,22/11/2020,Llenan la Vía RecreActiva,trafilatura,trafilatura,994,0.73,https://www.mural.com.mx/llenan-la-via-recreactiva/ar2075639?v=3,,"Llenan la Vía RecreActiva
Sara Ochoa
Guadalajara, México (22 noviembre 2020) .-10:29 hrs
Las bicicletas volvieron a rodar en Guadalajara luego de 8 meses de no hacerlo en la Vía RecreActiva. Crédito: Ismael Ramírez
Reabrieron 18.4 kilómetros de los 28 que abarca la Vía en su totalidad Crédito: Ismael Ramírez
Personal de la Vía señaló que la asistencia superó las expectativas. Crédito: Ismael Ramírez
El uso de cubrebocas, gel antibacterial y guardar la sana distancia fueron medidas exigidas a los asistentes. Crédito: Ismael Ramírez
La toma de temperatura fue otra de las medidas preventivas aplicadas. Crédito: Ismael Ramírez
La mayoría de los paseantes acude en familia, aunque también se vio a parejas y a corredores que iban solos. Crédito: Ismael Ramírez
Algunos acudieron disfrazados. Crédito: Ismael Ramírez
La Vía permanecerá abierta hasta las 14:00 horas. Crédito: Ismael Ramírez
Las bicicletas volvieron a rodar en Guadalajara luego de 8 meses de no hacerlo en la Vía RecreActiva."
NTR Guadalajara,22/11/2020,"Regresa la Vía RecreActiva; los filtros, insuficientes",trafilatura,trafilatura,1284,0.38,https://www.ntrguadalajara.com/post.php?id_nota=158302,,"Luego de ocho meses de suspensión a causa de la pandemia de Covid-19, la Vía RecreActiva de Guadalajara regresó ayer con filtros sanitarios, aunque éstos fueron insuficientes. También se detectaron omisiones en las medidas por parte de los usuarios.
Por el retorno de las actividades las autoridades municipales decidieron instalar sólo dos filtros sanitarios en poco más de 10 kilómetros de recorrido: uno en calzada del Federalismo y avenida Juárez, y otro en Francisco Javier Gamboa y avenida Vallarta. También se colocaron dos módulos de sanitización ubicados en el Parque 18 de Marzo y en Chapultepec y Vallarta.
NTR entrevistó a asistentes que acudieron con sus familias y en la mayoría de los casos se aseguró que no se encontró ningún filtró en el trayecto, por lo que pudieron ingresar sin la menor restricción.
Al recorrer la Vía se constató que no hubo filtros extra en calles que atraviesan el paseo dominical.
Entre los usuarios que acudieron se contó por cientos a quienes omitieron el uso del cubrebocas, medida obligatoria para los asistentes. La omisión fue tolerada por quienes resguardan las interjecciones del trayecto.
Según un reporte emitido por el Consejo Municipal del Deporte (Comude) de Guadalajara, al regreso de la Vía asistieron 44 mil 127 personas.
jl/I"
El Informador,20/11/2020,Zapopan promete atender fallas en la ciclovía de avenida Guadalupe,trafilatura,trafilatura,1138,0.18,https://www.informador.mx/jalisco/Zapopan-promete-atender-fallas-en-la-ciclovia-de-Av.-Guadalupe-20201120-0009.html,,"Zapopan promete atender fallas en la ciclovÃa de avenida Guadalupe
Jesús Carlos Soto, director de Movilidad y Transporte de Zapopan, afirmó que todas están en proceso de resolverse
Aunque vecinos de la ciclovÃa de Avenida Guadalupe detectaron fallas en ella, como inundaciones, trÃ¡fico y dificultad para bajar y subir al transporte pÃºblico, JesÃºs Carlos Soto, director de Movilidad y Transporte de Zapopan, afirmÃ³ que todas estÃ¡n en proceso de resolverse.
âVarias acciones ya se realizaron. La primera fue en mayo, con la ciclovÃa emergente para, en el menor tiempo posible, segregar el carril ciclista de NiÃ±o Obrero a PerifÃ©rico. Luego estÃ¡ la segregaciÃ³n con las llamadas âquesadillasââ, dijo.
TambiÃ©n seÃ±alÃ³ que se han realizado adecuaciones solicitadas por vecinos como la mejora en tiempos de la semaforizaciÃ³n, aunque reconociÃ³ que aÃºn resta la segunda etapa, que evitarÃ¡ que la gente se caiga de los camiones al tratar de brincar los bolardos de cemento.
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
El Informador,19/11/2020,Vecinos denuncian fallas en ciclovía de Avenida Guadalupe,trafilatura,trafilatura,3925,0.18,https://www.informador.mx/jalisco/Vecinos-denuncian-fallas-en-ciclovia-de-Avenidas-Guadalupe--20201119-0070.html,,"Vecinos denuncian fallas en ciclovÃa de Avenida Guadalupe
Uno de los problemasÂ es que la ciclovía es usada la mayoría del tiempoÂ por motociclistas, lo que la haceÂ peligrosa
Con motos, camiones de productos, de basura, baches, alcantarillas y calles levantadas los ciclistas tienen que lidiar a diario en la reciÃ©n inaugurada ciclovÃa de Avenida Guadalupe. AdemÃ¡s de los peatones y automovilistas que circulan por el lugar.
Aide, por ejemplo, quien se transporta en bicicleta a diario, indicÃ³ que genera mucho trÃ¡fico.
 
 ""Creo que agarraron el peor carril porque estÃ¡ lleno de hoyos y falta seÃ±alÃ©tica para los vehÃculos""
""Tiene mucho espacio para que una moto pueda entrar, lo que la hace peligrosa. AdemÃ¡s creo que agarraron el peor carril porque estÃ¡ lleno de hoyos y falta seÃ±alÃ©tica para los vehÃculos"", agregÃ³.
Para quienes se transportan en camiÃ³n los bolardos de cemento son inseguros para subir y bajar del camiÃ³n.
Sandra, quien toma toda la semana el transporte pÃºblico en la Avenida, seÃ±alÃ³ que no estÃ¡ en contra de la ciclovÃa, pero ""estÃ¡ peligroso porque me ha tocado ver personas que se han caÃdo a la hora de bajarse en las jardineras. TambiÃ©n te bajan en doble fila. Yo me he resbalado"".
 
 ""Me ha tocado ver personas que se han caÃdo a la hora de bajarse en las jardineras""
Para que disminuya el peligro, resaltÃ³ que los camiones podrÃan pararse donde no hay bolardos o un lugar estratÃ©gico.
""A la hora de bajar lo hacen en diferentes puntos de los bolardos y te andas tropezando, luego vienen las motos y bicicletas y te andan casi atropellando"", compartiÃ³ Miranda GÃ³mez, usuaria del transporte.
Ella propone que se haga una isla para que el camiÃ³n se pueda meter a subir o bajar gente.
Por su parte, AndrÃ©s Giannakis, secretario de Guadalupe Poniente A.C. y vecino del lugar, resaltÃ³ que en tiempos de lluvias es mÃ¡s peligroso para los peatones, pues la ciclovÃa se inunda y tanto ciclistas como motocicletas usan la banqueta.
""EstÃ¡ mal diseÃ±ada, provoca un trafical que no se pensÃ³"", dijo.
AdemÃ¡s, subrayÃ³ que lejos de estar en contra de la misma, como vecinos dieron otras opciones tanto al Ayuntamiento de Zapopan como al Gobierno del Estado.
Una de ellas era que la ciclovÃa fuera por el camellÃ³n y no a la derecha, pues tiene suficiente espacio y no se inunda.
""Lo Ãºnico que hicieron fue segregar un carril y poner un tope mÃ¡s. Algunos somos ciclistas y sabemos la problemÃ¡tica que hay, pero se tiene que hacer en beneficio de todos. El transporte pÃºblico tambiÃ©n tiene que mejorar. Debe haber coordinaciÃ³n entre el gobierno y nosotros"", expresÃ³.
DetallÃ³ que propusieron puntos para que mejorara el trÃ¡fico y que ya realiza el Ayuntamiento, sin embargo no han funcionado.
 
 ""El problema fue la forma en que se diseÃ±Ã³. Dimos alternativas viables y no se hicieron""
Por su parte, Enrique Campos, tambiÃ©n habitante de la zona, compartiÃ³ que estÃ¡n a favor de la ciclovÃa, ""el problema fue la forma en que se diseÃ±Ã³. Dimos alternativas viables y no se hicieron. Al final quedamos en que harÃan adecuaciones, pero no se ha visto disminuciÃ³n de trÃ¡fico"".
SubrayÃ³ que la falta de planeaciÃ³n y fallas que han surgido hace pensar que ""la hicieron para llegar a una meta de kilÃ³metros. Ni siquiera toma en cuenta al peatÃ³n, como en las paradas de camiÃ³n"".
SegÃºn indicÃ³, en el Ayuntamiento les aseguraron que no se podrÃa hacer de otra forma por falta de presupuesto. Aunque desde hace 15 dÃas no les dan respuesta.
""TambiÃ©n hay una situaciÃ³n que ellos probablemente ya la saben: esta tambiÃ©n es una ""motovÃa"". La mayorÃa del tiempo es usada por motociclistas, es un peligro para ciclistas, para peatones y para automovilistas, y no han puesto a nadie para vigilar la zona"", mencionÃ³.
NR
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
NTR Guadalajara,18/11/2020,"Lineamientos para la Vía, aún sin definir",trafilatura,trafilatura,3387,0.26,https://www.ntrguadalajara.com/post.php?id_nota=158066,,"Aún no se han establecido los lineamientos para retomar las actividades de la Vía RecreActiva de Guadalajara, la cual comienza nuevamente el domingo 22 de noviembre.
El alcalde de la Perla Tapatía, Ismael del Toro Castro, indicó ayer que personal del ayuntamiento aún analiza mecanismos y protocolos para reanudar las actividades de la Vía.
Durante la sesión de ayer de La Ciudad en Línea, programa encabezado por el edil y transmitido a través de redes sociales, Del Toro Castro indicó que la Vía concentra miles de personas que realizan actividades físicas a lo largo de varios kilómetros en la ciudad, por lo que se debe definir cómo se instalarían filtros de ingreso y qué medidas se adoptarían para cuidar que las personas que acudan cumplan con las disposiciones sanitarias.
Además de funcionarios municipales, en el análisis de las medidas a tomar participa el Consejo Estatal para el Fomento Deportivo (Code) y otras autoridades.
El lunes, el gobierno estatal anunció el arranque de la Vía y adelantó que el uso del cubrebocas en el paseo será obligatorio.
Por otro lado, el alcalde recordó que tras la aplicación del botón de emergencia se retomaron las restricciones a tianguis. Para mañana no se deberán instalar el de Panteón Nuevo, en Oblatos, y el de Secundina Gallo.
El viernes se omitirá el de Beatriz Hernández, en Los Arrayanes, y el de Melchor Musquis, en la colonia Universitaria, mientas que el sábado no se colocarán los tiangueros en la calle Guacamaya, en la colonia Morelos, ni en la colonia Infonavit Estadio.
El domingo se restringirá el de la colonia Margarita Maza de Juárez y el de la calle Río Lagos, en Quinta Velarde.
Para el lunes de la próxima semana se cancelará el de la colonia El Retiro y el de Santa María, en Talpita; el martes, el de la colonia Atlas y el de Lagunitas, en San Andrés, y el miércoles, los de las colonias Lomas del Paradero y Beatriz Hernández.
El edil recordó que el tianguis de Mezquitán que se coloca sobre la banqueta de avenida Federalismo se reubicará debido a las obras del ayuntamiento en el lugar.
Finalmente, llamó a la ciudadanía a ser responsable para que durante el cierre de año se puedan desarrollar las actividades económicas propias de la temporada.
Regresan las calandrias
Luego de casi ocho meses de inactividad por la pandemia de Covid-19, las calandrias del Centro de Guadalajara, regresaron ayer a su operación.
El lunes, el gobierno estatal dio su aval para que este giro se reactivara, tras lo cual este medio acudió ayer al Centro, en donde sólo encontró una eléctrica frente al palacio de Guadalajara. Gerardo Jiménez, su operador, explicó que la reactivación del servicio llegó como “anillo al dedo”.
El hombre comentó que la contingencia le dejó pérdidas que superan los 65 mil pesos, cifra que sería aún mayor para quienes manipulan un carruaje tirado por equinos, pues la manutención de cada caballo puede ser de 6 mil pesos mensuales.
Para operar, el gobierno estatal determinó que los calandrieros deberán colocar tapetes sanitizantes, una división de acrílico entre pasaje y chofer, un despachador de gel antibacterial y realizar tomas de temperatura con un termómetro infrarrojo.
Jiménez consideró que muchos de sus compañeros no salieron ayer a trabajar debido a que aún no han cumplido con los requerimientos, ya que implica invertir 2 mil 500 pesos en la compra de insumos de protección.
jl/I"
NTR Guadalajara,16/11/2020,Han fallecido 11 ciclistas en 2020,trafilatura,trafilatura,1731,0.25,https://www.ntrguadalajara.com/post.php?id_nota=157952,,"El colectivo Bicicleta Blanca recordó que en lo que va del año 11 ciclistas han perdido la vida en accidentes de tráfico en Jalisco.
La mitad de los decesos está relacionada con el transporte público, por lo que el colectivo exigió al gobernador de Jalisco, Enrique Alfaro Ramírez, que ejecute una serie de acciones preventivas.
“Exigimos que ya no sea necesario instalar ni una bicicleta blanca más, meta que puede ser alcanzada si se destina mayor presupuesto para la construcción de ciclovías por el gobierno del estado de Jalisco y de los municipios del Área Metropolitana de Guadalajara (AMG), así como modificar la normatividad existente al tener una ley donde se aborde la seguridad vial de forma integral”, exigió Bicicleta Blanca por medio de un comunicado.
El colectivo detalló que en lo que va de la administración de Enrique Alfaro van 32 fallecimientos de ciclistas. Principalmente han ocurrido en el AMG.
“Esta cifra de personas que realizan un desplazamiento no representa una fría estadística, sino que esconde detrás de sí la historia de personas cuyas vidas fueron truncadas por culpa de un contexto de exclusión, de escasa cultura vial y falta de infraestructura de parte de las autoridades”, añadió.
El colectivo también pidió a los automovilistas que respeten las velocidades máximas en las calles, que consideren al ciclista como un vehículo más y que conserven y respeten una distancia entre el auto y el ciclista de 1.5 metros al rebase.
FRASE:
“Esta cifra de personas que realizan un desplazamiento no representa una fría estadística, sino que esconde detrás de sí la historia de personas cuyas vidas fueron truncadas por culpa de un contexto de exclusión”: Extracto del comunicado de Bicicleta Blanca
jl/I"
Trafico ZMG,16/11/2020,A partir de este domingo iniciamos con la Vía Recreativa de Guadalajara: Alfaro,trafilatura,trafilatura,1265,1.01,https://traficozmg.com/2020/11/a-partir-de-este-domingo-iniciamos-con-la-via-recreativa-de-guadalajara-alfaro/,,"A partir de este domingo iniciamos con la Vía Recreactiva de Guadalajara: Alfaro
«A partir de este domingo iniciamos con la Vía Recreactiva de Guadalajara”, así lo destacó el gobernador jalisciense, Enrique Alfaro Ramírez. Por casi ocho meses se mantuvo suspendido este y otros espacios en donde se realizan actividades recreativas y de esparcimiento, las restricciones se impusieron debido a la situación de salud por COVID-19.
“Quiero dar un anuncio muy importante que me llena de alegría como tapatío. A partir ya de este domingo iniciamos de nuevo en la Vía Recreactiva de Guadalajara y las vías recreactivas de la ciudad”.
El jefe del ejecutivo en Jalisco insistió en que, de acudir, se haga con las medidas adecuadas, advirtió que el uso del cubrebocas es obligatorio y que también está en revisión, en la mesa de salud el análisis para estadios, antros, bares y salones cerrados, para tal efecto se evaluará con los municipios.
El anuncio lo hizo Alfaro Ramírez durante la presentación de las medidas para la siguiente etapa de la nueva normalidad en Jalisco. Fue el pasado 15 de marzo cuando se permito la última Vía Recreactiva en la Ciudad.
Isela Ibarra
Te puede interesar: Al menos 14 fallecidos por explosión de pipa de gas LP en la carretera Tepic- GDL"
El Informador,10/11/2020,Ahora falla renovación de pago de MiBici,trafilatura,trafilatura,3544,0.21,https://www.informador.mx/jalisco/Ahora-falla-renovacion-de-pago-de-MiBici-20201110-0078.html,,"Ahora falla renovaciÃ³n de pago de MiBici
La suspensión del servicio para quienes deben renovar en este mes, se da justo cuando se superan los 100 mil casos de contagios de coronavirus yÂ durante elÂ botón de emergencia
Los afectados piden que se les deje usar el servicio en lo que se soluciona el problema o que se habilite otro mÃ©todo de pago. EL INFORMADOR / F. Atilano
La primera semana de septiembre la Agencia Metropolitana de Infraestructura para la Movilidad (AMIM) se hizo cargo del programa MiBici y fallÃ³ el sistema de distribuciÃ³n y recolecciÃ³n de bicicletas en las estaciones.
Luego, a partir de la segunda semana de septiembre, la empresa BKT Bici PÃºblica, donde es socio Mario Delgado, hermano de quien se encarga de la ComunicaciÃ³n Social del Gobierno del Estado, reiniciÃ³ operaciones, pero durante ese mes y el de octubre tambiÃ©n presentÃ³ fallas y no pudo registrar nuevos usuarios al programa.
Finalmente, durante noviembre, los usuarios no pueden pagar la renovaciÃ³n del servicio, por lo que tienen el servicio suspendido.
En esta Ãºltima situaciÃ³n se encuentra Alejandro, quien es usuario de MiBici desde hace dos aÃ±os. A inicio de mes, su suscripciÃ³n debÃa renovarse de manera automÃ¡tica, pero el sistema le dijo que el pago âno pasÃ³â.
Alejandro hablÃ³ al servicio de MiBici y le dijeron que tenÃa que asistir de manera presencial a realizar el pago. Al acudir, nuevamente el pago âno pasÃ³â, por lo que le aseguraron que era un problema del banco, sin embargo en la sucursal bancaria le explicaron que no hay ningÃºn problema con su tarjeta.
 
 âMe afecta muchÃsimo porque es mi Ãºnico medio de transporte""
InsistiÃ³ con MiBici, pero no le resolvieron nada. Ahora, no puede trasladarse a los sitios que frecuenta como la colonia LadrÃ³n de Guevara y Analco. âMe afecta muchÃsimo porque es mi Ãºnico medio de transporte, solo uso el taxi cuando es de madrugada o estoy fuera de la ciudad, y ahora con lo del botÃ³n es difÃcil encontrar uno (a costo accesible), por lo que solo puedo caminarâ asegurÃ³.
En el mismo caso estÃ¡ Eduardo, quien tiene tres aÃ±os de ser usuario y tiene una tarjeta proveniente de otra instituciÃ³n bancaria. Debido a la suspensiÃ³n del servicio paga entre 80 a 120 pesos a la semana por llegar a su trabajo, cuando gastaba 416 pesos al aÃ±o por el servicio de MiBici.
 
 ""PodÃa guardar la sana distancia, ahora me subo al camiÃ³n y me expongo al virus""
âHa sido complicado, porque implica un mayor gasto, ya estaba muy acostumbrado al servicio y ademÃ¡s podÃa guardar la sana distancia, ahora me subo al camiÃ³n y me expongo al virusâ relatÃ³ Eduardo.
Los inconformes seÃ±alan que deberÃa existir otros mÃ©todos de pago, como el pago en efectivo, el pago por paypal o que al menos les dejen utilizar el servicio en lo que se resuelve el problema.
La suspensiÃ³n del servicio para quienes deben renovar en este mes se da justo cuando se superan los 100 mil casos de contagios por COVID-19 en la Entidad y durante la activaciÃ³n del botÃ³n de emergencia, que suspende actividades no esenciales durante el fin de semana y limita el horario del transporte pÃºblico.
El dato
La empresa BKT Bici PÃºblica ofrece el servicio de MiBici desde su creaciÃ³n en diciembre de 2014. Actualmente la empresa tiene un contrato con AMIM del 8 de septiembre a finales de aÃ±o por un monto de 20 millones 317 mil 514 pesos y 99 centavos.
NR
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
